"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL","SetsTotales","PromDif"
32,"31/05/2019","3rd Round","Federer R.","Ruud C.",3,63,5950,810,3,0,1.11,6.5,1.14,6.87,1.15,7.45,1.12,6.4,3,3
32,"31/05/2019","3rd Round","Mayer L.","Mahut N.",68,252,770,182,3,1,1.25,4,1.25,4.48,1.3,4.5,1.24,4.09,4,1.75
32,"31/05/2019","3rd Round","Londero J.I.","Moutet C.",78,110,695,515,3,2,1.57,2.37,1.64,2.42,1.64,2.55,1.58,2.42,5,2.6
32,"31/05/2019","3rd Round","Nadal R.","Goffin D.",2,29,7945,1325,3,1,1.03,15,1.05,14.01,1.05,21,1.03,13.15,4,3.25
32,"01/06/2019","3rd Round","Fognini F.","Bautista Agut R.",12,21,2785,1690,3,1,1.66,2.2,1.71,2.27,1.74,2.27,1.68,2.2,4,2.5
32,"01/06/2019","3rd Round","Zverev A.","Lajovic D.",5,35,4360,1226,3,2,1.3,3.5,1.33,3.67,1.36,3.82,1.31,3.53,5,3.4
32,"01/06/2019","3rd Round","Tsitsipas S.","Krajinovic F.",6,60,4080,838,3,1,1.16,5,1.18,5.61,1.19,5.7,1.17,5.12,4,1.75
32,"01/06/2019","3rd Round","Struff J.L.","Coric B.",45,15,1035,2525,3,2,3,1.4,2.96,1.46,3.38,1.46,3.01,1.4,5,2.4
32,"01/06/2019","3rd Round","Wawrinka S.","Dimitrov G.",28,46,1365,997,3,0,1.33,3.4,1.4,3.2,1.4,3.5,1.35,3.21,3,1
32,"01/06/2019","3rd Round","Djokovic N.","Caruso S.",1,147,12355,388,3,0,1.005,29,1.01,25.7,1.02,39,1.01,22.31,3,3.33333333333333
32,"01/06/2019","3rd Round","Thiem D.","Cuevas P.",4,47,4685,983,3,1,1.2,4.5,1.27,4.27,1.27,4.56,1.23,4.25,4,2.75
32,"01/06/2019","3rd Round","Monfils G.","Hoang A.",17,146,1965,388,3,0,1.08,8,1.09,9.44,1.11,9.5,1.09,7.82,3,3.33333333333333
32,"01/06/2019","3rd Round","Del Potro J.M.","Thompson J.",9,69,3235,757,3,0,1.28,3.75,1.31,3.79,1.32,4.2,1.28,3.75,3,3.33333333333333
32,"01/06/2019","3rd Round","Khachanov K.","Klizan M.",11,55,2800,883,3,0,1.3,3.5,1.31,3.81,1.32,3.85,1.3,3.6,3,3.33333333333333
32,"02/06/2019","4th Round","Federer R.","Mayer L.",3,68,5950,770,3,0,1.08,8,1.1,9.05,1.12,9.3,1.09,7.83,3,3.33333333333333
32,"02/06/2019","4th Round","Wawrinka S.","Tsitsipas S.",28,6,1365,4080,3,2,2.1,1.72,2.2,1.77,2.2,1.8,2.1,1.75,5,2
32,"02/06/2019","4th Round","Nadal R.","Londero J.I.",2,78,7945,695,3,0,1.005,34,1.01,36.83,1.02,39,1.01,24.13,3,3.33333333333333
32,"03/06/2019","4th Round","Nishikori K.","Paire B.",7,38,3860,1168,3,2,1.44,2.75,1.45,3.05,1.5,3.05,1.46,2.72,5,2.4
32,"03/06/2019","4th Round","Djokovic N.","Struff J.L.",1,45,12355,1035,3,0,1.04,13,1.05,15.42,1.05,17.5,1.03,13.25,3,3.66666666666667
32,"03/06/2019","4th Round","Thiem D.","Monfils G.",4,17,4685,1965,3,0,1.36,3.2,1.4,3.3,1.4,3.38,1.36,3.16,3,2.66666666666667
32,"03/06/2019","4th Round","Zverev A.","Fognini F.",5,12,4360,2785,3,1,2.1,1.72,2.06,1.87,2.12,1.87,2.04,1.79,4,3
32,"03/06/2019","4th Round","Khachanov K.","Del Potro J.M.",11,9,2800,3235,3,1,2.75,1.44,3.03,1.45,3.03,1.52,2.79,1.45,4,2.75
32,"04/06/2019","Quarterfinals","Federer R.","Wawrinka S.",3,28,5950,1365,3,1,1.36,3.2,1.42,3.19,1.48,3.32,1.38,3.08,4,1.5
32,"04/06/2019","Quarterfinals","Nadal R.","Nishikori K.",2,7,7945,3860,3,0,1.02,19,1.04,18.38,1.04,25,1.03,15.7,3,4.33333333333333
32,"06/06/2019","Quarterfinals","Djokovic N.","Zverev A.",1,5,12355,4360,3,0,1.1,7,1.13,7.31,1.15,7.45,1.12,6.6,3,3.33333333333333
32,"06/06/2019","Quarterfinals","Thiem D.","Khachanov K.",4,11,4685,2800,3,0,1.28,3.75,1.31,3.93,1.45,4,1.29,3.7,3,3.33333333333333
32,"07/06/2019","Semifinals","Nadal R.","Federer R.",2,3,7945,5950,3,0,1.12,6,1.15,6.69,1.17,7,1.14,6.13,3,3
32,"08/06/2019","Semifinals","Thiem D.","Djokovic N.",4,1,4685,12355,3,2,2.75,1.44,3.04,1.45,3.04,1.55,2.79,1.46,5,2.6
32,"09/06/2019","The Final","Nadal R.","Thiem D.",2,4,7945,4685,3,1,1.2,4.75,1.22,5.08,1.3,5.08,1.21,4.66,4,3.75
22,"27/09/2020","1st Round","Bonzi B.","Ruusuvuori E.",227,93,239,686,3,1,3,1.4,3.03,1.44,3.2,1.45,2.89,1.42,4,2.5
22,"27/09/2020","1st Round","Korda S.","Seppi A.",213,98,252,679,3,1,1.44,2.75,1.45,3,1.46,3.05,1.43,2.83,4,3
22,"27/09/2020","1st Round","Sinner J.","Goffin D.",75,13,788,2555,3,0,1.9,1.9,2.16,1.78,2.16,1.92,1.97,1.84,3,3.66666666666667
22,"27/09/2020","1st Round","Fritz T.","Machac T.",30,253,1625,205,3,2,1.4,3,1.43,3.05,1.43,3.25,1.39,3.03,5,3
22,"27/09/2020","1st Round","Nishikori K.","Evans D.",35,34,1345,1384,3,2,1.57,2.37,1.6,2.5,1.66,2.79,1.52,2.56,5,3.6
22,"27/09/2020","1st Round","Coria F.","Jung J.",99,125,671,464,3,0,1.28,3.75,1.35,3.51,1.35,3.75,1.31,3.44,3,1.33333333333333
22,"27/09/2020","1st Round","Rodionov J.","Chardy J.",170,65,338,860,3,2,2,1.8,2,1.91,2.03,1.94,1.94,1.87,5,2
22,"27/09/2020","1st Round","Travaglia S.","Andujar P.",74,51,794,1024,3,0,2.2,1.66,2.24,1.73,2.29,1.75,2.15,1.71,3,2.33333333333333
22,"27/09/2020","1st Round","Isner J.","Benchetrit E.",23,217,1805,249,3,0,1.25,4,1.29,4,1.29,4.63,1.25,4.01,3,3.33333333333333
22,"27/09/2020","1st Round","Cecchinato M.","De Minaur A.",110,28,551,1665,3,0,1.72,2.1,1.71,2.27,1.82,2.27,1.71,2.15,3,3
22,"27/09/2020","1st Round","Gombos N.","Coric B.",106,27,587,1670,3,1,6,1.12,7.61,1.12,7.61,1.14,6.6,1.11,4,2.5
22,"27/09/2020","1st Round","Koepfer D.","Hoang A.",61,126,886,462,3,1,1.28,3.75,1.34,3.56,1.36,3.8,1.3,3.54,4,4.25
22,"27/09/2020","1st Round","Albot R.","Thompson J.",79,55,772,984,3,0,2.5,1.53,2.73,1.52,2.73,1.55,2.58,1.51,3,3.66666666666667
22,"27/09/2020","1st Round","Paire B.","Kwon S.W.",26,82,1738,752,3,0,2.1,1.72,2.27,1.71,2.27,1.75,2.19,1.68,3,2
22,"27/09/2020","1st Round","Londero J.I.","Delbonis F.",69,81,832,758,3,2,2.2,1.66,2.34,1.68,2.37,1.69,2.27,1.64,5,2.8
22,"27/09/2020","1st Round","Wawrinka S.","Murray A.",17,111,2185,547,3,0,1.33,3.4,1.39,3.28,1.4,3.52,1.34,3.29,3,4
22,"27/09/2020","1st Round","Schwartzman D.","Kecmanovic M.",14,41,2505,1258,3,0,1.2,4.5,1.22,4.81,1.22,5,1.2,4.56,3,4.66666666666667
22,"27/09/2020","1st Round","Zverev A.","Novak D.",7,92,4650,698,3,0,1.08,8,1.07,10.95,1.09,13,1.07,9.2,3,2.66666666666667
22,"28/09/2020","1st Round","Thiem D.","Cilic M.",3,40,9125,1270,3,0,1.1,7,1.1,8.87,1.12,8.87,1.1,7.2,3,2.66666666666667
22,"28/09/2020","1st Round","Nishioka Y.","Auger-Aliassime F.",52,22,1017,1976,3,0,4.5,1.2,5.16,1.2,5.16,1.23,4.58,1.2,3,2.66666666666667
22,"28/09/2020","1st Round","Sock J.","Opelka R.",310,36,140,1312,3,0,1.53,2.5,1.53,2.68,1.57,2.85,1.51,2.56,3,2.33333333333333
22,"28/09/2020","1st Round","Gaston H.","Janvier M.",239,204,215,270,3,0,1.33,3.4,1.38,3.35,1.42,3.4,1.37,3.11,3,2
22,"28/09/2020","1st Round","Martinez P.","Vukic A.",105,193,610,287,3,0,1.25,4,1.27,4.18,1.28,4.33,1.25,4.01,3,3.33333333333333
22,"28/09/2020","1st Round","Herbert P.H.","Mmoh M.",78,178,775,326,3,0,1.57,2.37,1.59,2.52,1.63,2.55,1.58,2.4,3,3.33333333333333
22,"28/09/2020","1st Round","Kukushkin M.","Fognini F.",88,15,716,2400,3,1,3.2,1.36,3.33,1.38,3.33,1.42,3.13,1.36,4,3
22,"28/09/2020","1st Round","Sonego L.","Gomez E.",46,156,1075,365,3,2,1.28,3.75,1.35,3.53,1.36,3.76,1.31,3.44,5,2.6
22,"28/09/2020","1st Round","Paul T.","Duckworth J.",58,91,949,699,3,0,1.22,4.33,1.2,5.17,1.25,5.45,1.19,4.8,3,3.66666666666667
22,"28/09/2020","1st Round","Mcdonald M.","Diez S.",236,181,217,322,3,1,2.75,1.44,3.05,1.43,3.1,1.47,2.82,1.44,4,2.5
22,"28/09/2020","1st Round","Giustino L.","Moutet C.",157,71,363,818,3,2,2.2,1.66,5.21,1.2,5.3,1.24,4.77,1.19,5,2.8
22,"28/09/2020","1st Round","Vesely J.","Broady L.",68,207,840,260,3,1,1.3,3.5,1.4,3.22,1.43,4,1.34,3.32,4,3.25
22,"28/09/2020","1st Round","Struff J.L.","Tiafoe F.",32,67,1450,845,3,2,1.5,2.62,1.5,2.8,1.53,2.8,1.49,2.63,5,2.2
22,"28/09/2020","1st Round","Pella G.","Caruso S.",37,85,1310,742,3,1,1.72,2.1,1.71,2.28,1.83,2.28,1.75,2.08,4,1.5
22,"28/09/2020","1st Round","Ruud C.","Sugita Y.",25,94,1739,686,3,0,1.03,15,1.06,12.22,1.06,19,1.04,11.83,3,4.33333333333333
22,"28/09/2020","1st Round","Milojevic N.","Krajinovic F.",144,29,392,1628,3,1,8,1.08,10.03,1.08,10.2,1.09,8.35,1.07,4,3.25
22,"28/09/2020","1st Round","Bublik A.","Monfils G.",49,9,1045,2860,3,1,2.1,1.72,2.3,1.69,2.3,1.75,2.14,1.71,4,2.5
22,"28/09/2020","1st Round","Nadal R.","Gerasimov E.",2,83,9850,750,3,0,0.971,34,1.01,30.08,1.02,35,1.01,22.68,3,2.66666666666667
22,"28/09/2020","1st Round","Bedene A.","Rinderknech A.",56,162,965,354,3,1,1.33,3.4,1.42,3.11,1.42,3.41,1.37,3.12,4,2.25
22,"28/09/2020","1st Round","Sandgren T.","Hurkacz H.",47,31,1068,1468,3,2,3,1.4,3.12,1.42,3.24,1.44,2.98,1.4,5,2.2
22,"28/09/2020","1st Round","Galan D.","Norrie C.",153,72,379,807,3,2,1.72,2.1,1.77,2.18,1.77,2.23,1.71,2.15,5,3.4
22,"28/09/2020","1st Round","Ramos-Vinolas A.","Mannarino A.",44,39,1130,1271,3,0,1.44,2.75,1.45,2.97,1.46,2.97,1.43,2.85,3,3.66666666666667
22,"28/09/2020","1st Round","Khachanov K.","Majchrzak K.",16,100,2200,650,3,0,1.3,3.5,1.35,3.5,1.38,3.56,1.32,3.37,3,2.33333333333333
22,"28/09/2020","1st Round","Altmaier D.","Lopez F.",186,57,302,953,3,0,1.44,2.75,1.47,2.9,1.5,2.92,1.46,2.72,3,1.66666666666667
22,"28/09/2020","1st Round","Fucsovics M.","Medvedev D.",63,5,877,5890,3,1,4.33,1.22,4.89,1.22,4.89,1.23,4.43,1.21,4,3
22,"28/09/2020","1st Round","Carreno Busta P.","Millman J.",18,43,2130,1166,3,0,1.28,3.75,1.27,4.19,1.32,4.25,1.26,3.87,3,3
22,"29/09/2020","1st Round","Harris L.","Popyrin A.",90,108,701,576,3,0,1.9,1.9,2.03,1.88,2.03,1.95,1.93,1.88,3,1.66666666666667
22,"29/09/2020","1st Round","Berrettini M.","Pospisil V.",8,76,3030,777,3,0,1.11,6.5,1.11,8.1,1.12,8.3,1.1,7.02,3,3.66666666666667
22,"29/09/2020","1st Round","Garin C.","Kohlschreiber P.",19,86,2090,729,3,1,1.14,5.5,1.17,5.87,1.18,6.15,1.15,5.43,4,2.75
22,"29/09/2020","1st Round","Polmans M.","Humbert U.",122,38,485,1286,3,1,6.5,1.11,6.62,1.14,7.45,1.14,6.32,1.12,4,3.5
22,"29/09/2020","1st Round","Davidovich Fokina A.","Mayot H.",70,412,829,88,3,0,1.14,5.5,1.14,6.65,1.16,6.9,1.13,5.97,3,2
22,"29/09/2020","1st Round","Lajovic D.","Mager G.",24,89,1785,713,3,1,1.12,6,1.15,6.35,1.17,7.45,1.12,6.24,4,2.5
22,"29/09/2020","1st Round","Anderson K.","Djere L.",118,73,510,797,3,0,2.75,1.44,2.82,1.49,3.08,1.5,2.78,1.44,3,3
22,"29/09/2020","1st Round","Berankis R.","Dellien H.",66,104,854,638,3,0,2.62,1.5,2.61,1.56,2.7,1.57,2.56,1.51,3,3
22,"29/09/2020","1st Round","Giron M.","Halys Q.",96,202,684,274,3,2,1.72,2.1,1.88,2.03,1.91,2.1,1.83,1.98,5,2
22,"29/09/2020","1st Round","Rublev A.","Querrey S.",12,48,2614,1055,3,2,1.06,10,1.06,12.92,1.06,14.5,1.05,11.62,5,1.8
22,"29/09/2020","1st Round","Djokovic N.","Ymer M.",1,80,11260,763,3,0,1.01,23,1.01,30.79,1.02,35,1.01,21.63,3,4.33333333333333
22,"29/09/2020","1st Round","Carballes Baena R.","Johnson S.",101,64,649,870,3,0,1.53,2.5,1.59,2.52,1.62,2.63,1.54,2.5,3,5.33333333333333
22,"29/09/2020","1st Round","Balazs A.","Uchiyama Y.",87,95,722,685,3,0,1.33,3.4,1.41,3.16,1.41,3.41,1.35,3.22,3,3
22,"29/09/2020","1st Round","Cuevas P.","Laaksonen H.",60,135,907,435,3,1,1.44,2.75,1.49,2.84,1.51,2.98,1.47,2.71,4,3.75
22,"29/09/2020","1st Round","Monteiro T.","Basilashvili N.",84,33,749,1395,3,0,1.4,3,1.44,3.02,1.45,3.2,1.4,2.95,3,2.66666666666667
22,"29/09/2020","1st Round","Tsitsipas S.","Munar J.",6,109,5385,563,3,2,1.08,8,1.12,7.61,1.14,8.1,1.1,6.91,5,3
22,"29/09/2020","1st Round","Shapovalov D.","Simon G.",11,54,2660,1005,3,1,1.12,6,1.13,7.11,1.14,7.5,1.12,6.36,4,2.75
22,"29/09/2020","1st Round","Dimitrov G.","Barrere G.",20,103,2055,647,3,0,1.12,6,1.14,6.92,1.15,6.92,1.13,6.13,3,3.66666666666667
22,"29/09/2020","1st Round","Bautista Agut R.","Gasquet R.",10,50,2665,1030,3,0,1.16,5,1.17,5.95,1.2,5.95,1.17,5.16,3,3.33333333333333
22,"29/09/2020","1st Round","Martin A.","Sousa J.",102,77,649,776,3,0,1.5,2.62,1.53,2.71,1.56,2.71,1.5,2.61,3,3.66666666666667
22,"30/09/2020","2nd Round","Korda S.","Isner J.",213,23,252,1805,3,1,2.62,1.5,2.52,1.59,2.69,1.61,2.49,1.54,4,2.5
22,"30/09/2020","2nd Round","Fritz T.","Albot R.",30,79,1625,772,3,0,1.5,2.62,1.56,2.6,1.59,2.69,1.52,2.54,3,3
22,"30/09/2020","2nd Round","Wawrinka S.","Koepfer D.",17,61,2185,886,3,1,1.28,3.75,1.29,3.97,1.3,4.2,1.27,3.78,4,3.75
22,"30/09/2020","2nd Round","Gaston H.","Nishioka Y.",239,52,215,1017,3,1,3.5,1.3,3.82,1.31,3.85,1.33,3.54,1.3,4,2.5
22,"30/09/2020","2nd Round","Schwartzman D.","Giustino L.",14,157,2505,363,3,0,1.02,19,1.01,29.04,1.02,35,1.01,19.32,3,4.33333333333333
22,"30/09/2020","2nd Round","Gombos N.","Rodionov J.",106,170,587,338,3,1,1.4,3,1.47,2.93,1.47,3,1.44,2.82,4,2.75
22,"30/09/2020","2nd Round","Thiem D.","Sock J.",3,310,9125,140,3,0,1.05,11,1.05,14.7,1.08,17,1.04,12.09,3,3
22,"30/09/2020","2nd Round","Nadal R.","Mcdonald M.",2,236,9850,217,3,0,1.01,26,0.974,36.86,1.02,36.86,1.01,22.51,3,4.66666666666667
22,"30/09/2020","2nd Round","Martinez P.","Kukushkin M.",105,88,610,716,3,0,1.44,2.75,1.48,2.88,1.54,2.88,1.46,2.73,3,4.66666666666667
22,"30/09/2020","2nd Round","Travaglia S.","Nishikori K.",74,35,794,1345,3,2,1.66,2.2,1.73,2.24,1.75,2.35,1.68,2.2,5,2.6
22,"30/09/2020","2nd Round","Sonego L.","Bublik A.",46,49,1075,1045,3,0,2.37,1.57,2.34,1.68,2.41,1.7,2.28,1.63,3,2.66666666666667
22,"30/09/2020","2nd Round","Ruud C.","Paul T.",25,58,1739,949,3,2,1.2,4.5,1.19,5.4,1.22,5.5,1.18,4.88,5,4.2
22,"30/09/2020","2nd Round","Coria F.","Paire B.",99,26,671,1738,3,1,2,1.8,1.99,1.92,2.04,1.93,1.97,1.84,4,2.75
22,"30/09/2020","2nd Round","Zverev A.","Herbert P.H.",7,78,4650,775,3,2,1.1,7,1.13,7.21,1.14,8,1.11,6.8,5,2.2
22,"30/09/2020","2nd Round","Cecchinato M.","Londero J.I.",110,69,551,832,3,1,1.25,4,1.34,3.6,1.35,4,1.32,3.41,4,3.25
22,"30/09/2020","2nd Round","Sinner J.","Bonzi B.",75,227,788,239,3,0,1.08,8,1.11,8.06,1.11,17,1.09,7.75,3,2.66666666666667
22,"01/10/2020","2nd Round","Carballes Baena R.","Shapovalov D.",101,11,649,2660,3,2,5,1.16,4.64,1.24,5.5,1.27,4.52,1.2,5,2.2
22,"01/10/2020","2nd Round","Fucsovics M.","Ramos-Vinolas A.",63,44,877,1130,3,0,1.44,2.75,1.48,2.86,1.49,2.95,1.44,2.79,3,2
22,"01/10/2020","2nd Round","Garin C.","Polmans M.",19,122,2090,485,3,1,1.16,5,1.1,8.82,1.16,9.3,1.09,7.51,4,2
22,"01/10/2020","2nd Round","Monteiro T.","Giron M.",84,96,749,684,3,0,1.2,4.5,1.24,4.54,1.27,5,1.23,4.24,3,2.66666666666667
22,"01/10/2020","2nd Round","Khachanov K.","Vesely J.",16,68,2200,840,3,1,1.25,4,1.31,3.84,1.31,4.2,1.27,3.79,4,2
22,"01/10/2020","2nd Round","Altmaier D.","Struff J.L.",186,32,302,1450,3,0,3.2,1.36,3.21,1.4,3.3,1.45,3.11,1.37,3,2.33333333333333
22,"01/10/2020","2nd Round","Dimitrov G.","Martin A.",20,102,2055,649,3,0,1.12,6,1.15,6.53,1.17,8,1.14,5.93,3,2.66666666666667
22,"01/10/2020","2nd Round","Galan D.","Sandgren T.",153,47,379,1068,3,0,3.2,1.36,3.04,1.44,3.3,1.44,3.09,1.38,3,3.66666666666667
22,"01/10/2020","2nd Round","Carreno Busta P.","Pella G.",18,37,2130,1310,3,0,1.28,3.75,1.34,3.61,1.36,4.09,1.29,3.65,3,4
22,"01/10/2020","2nd Round","Djokovic N.","Berankis R.",1,66,11260,854,3,0,34,0.971,1.01,28,1.02,41,1.01,21.54,3,4.33333333333333
22,"01/10/2020","2nd Round","Bedene A.","Milojevic N.",56,144,965,392,3,1,1.8,2,1.92,1.99,1.95,2.1,1.86,1.95,4,3
22,"01/10/2020","2nd Round","Tsitsipas S.","Cuevas P.",6,60,5385,907,3,0,1.22,4.33,1.18,5.7,1.23,5.75,1.18,4.99,3,3.66666666666667
22,"01/10/2020","2nd Round","Anderson K.","Lajovic D.",118,24,510,1785,3,2,2.62,1.5,2.46,1.62,2.75,1.62,2.56,1.51,5,2.8
22,"01/10/2020","2nd Round","Bautista Agut R.","Balazs A.",10,87,2665,722,3,0,1.05,11,1.05,13.98,1.09,13.98,1.06,10.03,3,4
22,"01/10/2020","2nd Round","Rublev A.","Davidovich Fokina A.",12,70,2614,829,3,1,1.22,4.33,1.2,5.17,1.22,5.25,1.2,4.68,4,3.75
22,"01/10/2020","2nd Round","Berrettini M.","Harris L.",8,90,3030,701,3,1,1.1,7,1.08,9.89,1.11,10,1.08,8.29,4,2.75
22,"02/10/2020","3rd Round","Thiem D.","Ruud C.",3,25,9125,1739,3,0,1.14,5.5,1.14,6.74,1.16,7,1.13,6.13,3,3.33333333333333
22,"02/10/2020","3rd Round","Korda S.","Martinez P.",213,105,252,610,3,0,3,1.4,2.85,1.49,3.03,1.49,2.85,1.43,3,3.33333333333333
22,"02/10/2020","3rd Round","Sonego L.","Fritz T.",46,30,1075,1625,3,0,2,1.8,2.01,1.89,2.04,1.94,1.98,1.83,3,1.66666666666667
22,"02/10/2020","3rd Round","Gaston H.","Wawrinka S.",239,17,215,2185,3,2,11,1.05,13.26,1.05,15.25,1.06,11.69,1.04,5,3.6
22,"02/10/2020","3rd Round","Sinner J.","Coria F.",75,99,788,671,3,0,1.14,5.5,1.18,5.63,1.2,6.25,1.16,5.41,3,2.33333333333333
22,"02/10/2020","3rd Round","Nadal R.","Travaglia S.",2,74,9850,794,3,0,1.005,34,1.01,32.66,1.02,35,1.01,22.92,3,4.33333333333333
22,"02/10/2020","3rd Round","Schwartzman D.","Gombos N.",14,106,2505,587,3,0,1.06,10,1.06,12.05,1.1,15,1.06,10.33,3,2.33333333333333
22,"02/10/2020","3rd Round","Zverev A.","Cecchinato M.",7,110,4650,551,3,0,1.44,2.75,1.47,2.89,1.47,3.1,1.42,2.9,3,3.33333333333333
22,"03/10/2020","3rd Round","Altmaier D.","Berrettini M.",186,8,302,3030,3,0,5,1.16,5.52,1.19,5.55,1.2,5.08,1.17,3,2.33333333333333
22,"03/10/2020","3rd Round","Rublev A.","Anderson K.",12,118,2614,510,3,0,1.2,4.5,1.25,4.48,1.25,4.95,1.21,4.42,3,3.33333333333333
22,"03/10/2020","3rd Round","Carreno Busta P.","Bautista Agut R.",18,10,2130,2665,3,1,2.1,1.72,2.05,1.86,2.2,1.86,2.09,1.75,4,2.25
22,"03/10/2020","3rd Round","Fucsovics M.","Monteiro T.",63,84,877,749,3,0,1.57,2.37,1.56,2.62,1.57,2.7,1.52,2.54,3,3.33333333333333
22,"03/10/2020","3rd Round","Tsitsipas S.","Bedene A.",6,56,5385,965,2,0,1.11,6.5,1.11,8.22,1.12,8.55,1.1,7.22,2,5.5
22,"03/10/2020","3rd Round","Dimitrov G.","Carballes Baena R.",20,101,2055,649,2,0,1.2,4.5,1.22,4.85,1.23,4.9,1.21,4.51,2,4
22,"03/10/2020","3rd Round","Khachanov K.","Garin C.",16,19,2200,2090,3,1,2.1,1.72,2.71,1.53,2.71,1.8,2.15,1.71,4,3.25
22,"03/10/2020","3rd Round","Djokovic N.","Galan D.",1,153,11260,379,3,0,1.005,34,1.01,28.85,1.02,35,1.01,22.41,3,4.33333333333333
22,"04/10/2020","4th Round","Nadal R.","Korda S.",2,213,9850,252,3,0,1.01,26,1.01,34.13,1.02,35,1.01,22.01,3,4.66666666666667
22,"04/10/2020","4th Round","Sinner J.","Zverev A.",75,7,788,4650,3,1,2.75,1.44,2.9,1.48,2.9,1.51,2.74,1.46,4,2.75
22,"04/10/2020","4th Round","Thiem D.","Gaston H.",3,239,9125,215,3,2,1.03,15,1.03,20.83,1.05,25,1.02,16.67,5,2.4
22,"04/10/2020","4th Round","Schwartzman D.","Sonego L.",14,46,2505,1075,3,0,1.16,5,1.19,5.58,1.23,5.95,1.16,5.26,3,3.33333333333333
22,"05/10/2020","4th Round","Rublev A.","Fucsovics M.",12,63,2614,877,3,1,1.25,4,1.25,4.62,1.29,4.75,1.23,4.26,4,1.5
22,"05/10/2020","4th Round","Tsitsipas S.","Dimitrov G.",6,20,5385,2055,3,0,1.3,3.5,1.33,3.71,1.36,3.8,1.31,3.49,3,2.66666666666667
22,"05/10/2020","4th Round","Djokovic N.","Khachanov K.",1,16,11260,2200,3,0,1.04,13,1.04,18.11,1.05,20,1.03,13.89,3,2.66666666666667
22,"05/10/2020","4th Round","Carreno Busta P.","Altmaier D.",18,186,2130,302,3,0,1.22,4.33,1.24,4.7,1.25,4.7,1.22,4.32,3,3.33333333333333
22,"06/10/2020","Quarterfinals","Schwartzman D.","Thiem D.",14,3,2505,9125,3,2,2.75,1.44,3.41,1.38,3.41,1.46,3.01,1.4,5,1.8
22,"06/10/2020","Quarterfinals","Nadal R.","Sinner J.",2,75,9850,788,3,0,1.08,8,1.08,10.52,1.12,13,1.08,8.31,3,2.66666666666667
22,"07/10/2020","Quarterfinals","Tsitsipas S.","Rublev A.",6,12,5385,2614,3,0,1.53,2.5,1.52,2.77,1.6,2.77,1.52,2.57,3,3
22,"07/10/2020","Quarterfinals","Djokovic N.","Carreno Busta P.",1,18,11260,2130,3,1,1.06,10,1.07,12.01,1.08,15,1.06,10.15,4,2.75
22,"09/10/2020","Semifinals","Nadal R.","Schwartzman D.",2,14,9850,2505,3,0,1.14,5.5,1.15,6.7,1.2,6.7,1.16,5.51,3,2.33333333333333
22,"09/10/2020","Semifinals","Djokovic N.","Tsitsipas S.",1,6,11260,5385,3,2,1.33,3.4,1.3,3.98,1.4,3.98,1.31,3.53,5,3.2
22,"11/10/2020","The Final","Nadal R.","Djokovic N.",2,1,9850,11260,3,0,1.72,2.1,1.71,2.29,1.73,2.38,1.68,2.24,3,4
30,"30/05/2021","1st Round","Fognini F.","Barrere G.",29,122,1933,644,3,0,1.25,4,1.27,4.26,1.32,4.26,1.27,3.8,3,3
30,"30/05/2021","1st Round","Carreno Busta P.","Gombos N.",12,81,3085,912,3,0,1.12,6,1.13,7.01,1.19,7.01,1.13,6.09,3,2.66666666666667
30,"30/05/2021","1st Round","Couacaud E.","Gerasimov E.",177,79,400,937,3,0,1.66,2.2,1.71,2.27,1.71,2.52,1.61,2.33,3,2
30,"30/05/2021","1st Round","Laaksonen H.","Hanfmann Y.",150,96,498,822,3,1,2.1,1.72,2.41,1.64,2.45,1.94,2.21,1.68,4,3.5
30,"30/05/2021","1st Round","Bautista Agut R.","Vilella Martinez M.",11,183,3215,393,3,0,1.12,6,1.11,8.04,1.14,10.75,1.09,7.67,3,2.66666666666667
30,"30/05/2021","1st Round","Pella G.","Galan D.E.",61,107,1114,764,3,0,3.2,1.36,3.4,1.37,3.4,1.44,3.15,1.36,3,2
30,"30/05/2021","1st Round","Kecmanovic M.","Evans D.",48,27,1384,2195,3,1,2.5,1.53,2.37,1.66,2.88,1.66,2.46,1.55,4,3.25
30,"30/05/2021","1st Round","Andujar P.","Thiem D.",68,4,1020,8445,3,2,7,1.1,9.48,1.09,10,1.11,7.73,1.09,5,2.2
30,"30/05/2021","1st Round","Khachanov K.","Vesely J.",25,71,2280,976,3,0,1.3,3.5,1.24,4.6,1.32,4.6,1.23,4.17,3,4
30,"30/05/2021","1st Round","Fucsovics M.","Simon G.",44,69,1456,995,3,0,1.1,7,1.13,7.35,1.13,7.5,1.11,6.79,3,2.66666666666667
30,"30/05/2021","1st Round","Nishikori K.","Giannessi A.",49,159,1318,458,3,2,1.12,6,1.15,6.34,1.16,8,1.12,6.29,5,2
30,"30/05/2021","1st Round","Garin C.","Londero J.I.",23,102,2350,793,3,1,1.06,10,1.08,10.16,1.09,13,1.06,9.57,4,2.5
30,"30/05/2021","1st Round","Mcdonald M.","Ruusuvuori E.",119,75,675,951,3,1,1.3,3.5,1.31,3.83,1.41,4,1.3,3.59,4,2.25
