"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL"
33,"31/05/17","1st Round","Olivo R.","Tsonga J.W.",91,11,593,3120,7,5,6,4,6,7,6,4,NA,NA,3,1,15,1.03,22.73,1.02,26.86,1.03,16.04,1.02
33,"31/05/17","2nd Round","Goffin D.","Stakhovsky S.",12,123,3055,458,6,2,6,4,3,6,6,3,NA,NA,3,1,1.04,13,1.04,15.92,1.05,15.92,1.04,12.12
33,"31/05/17","2nd Round","Johnson S.","Coric B.",26,40,1565,1011,6,2,7,6,3,6,7,6,NA,NA,3,1,2.62,1.5,2.61,1.56,2.63,1.59,2.53,1.52
33,"31/05/17","2nd Round","Thiem D.","Bolelli S.",7,470,4145,78,7,5,6,1,6,3,NA,NA,NA,NA,3,0,1.05,11,1.05,13.9,1.06,14.35,1.04,11.14
33,"31/05/17","2nd Round","Schwartzman D.","Napolitano S.",41,187,1005,293,6,3,7,5,6,2,NA,NA,NA,NA,3,0,1.12,6,1.17,6.02,1.2,6.06,1.15,5.45
33,"31/05/17","2nd Round","Zeballos H.","Karlovic I.",65,24,793,1820,7,6,7,6,6,3,NA,NA,NA,NA,3,0,1.66,2.2,1.77,2.18,1.77,2.25,1.71,2.13
33,"31/05/17","2nd Round","Dimitrov G.","Robredo T.",13,274,2900,192,6,3,6,4,7,5,NA,NA,NA,NA,3,0,1.16,5,1.15,6.35,1.2,6.35,1.16,5.25
33,"31/05/17","2nd Round","Basilashvili N.","Troicki V.",63,35,811,1135,7,6,7,6,7,6,NA,NA,NA,NA,3,0,1.72,2.1,1.88,2.02,1.94,2.13,1.78,2.03
33,"31/05/17","2nd Round","Garcia-Lopez G.","Trungelliti M.",153,162,372,348,7,5,6,4,7,5,NA,NA,NA,NA,3,0,1.57,2.37,1.71,2.28,1.71,2.45,1.61,2.31
33,"31/05/17","2nd Round","Djokovic N.","Sousa J.",2,59,7445,830,6,1,6,4,6,3,NA,NA,NA,NA,3,0,1.01,21,1.02,24.52,1.03,24.52,1.02,16.77
33,"31/05/17","2nd Round","Nadal R.","Haase R.",4,46,5375,948,6,1,6,4,6,3,NA,NA,NA,NA,3,0,1.01,21,1.02,24.52,1.02,28.75,1.01,18.55
33,"31/05/17","2nd Round","Raonic M.","Dutra Silva R.",6,380,4450,121,4,6,6,2,6,3,6,4,NA,NA,3,1,1.05,11,1.05,13.44,1.07,15,1.04,11.12
33,"31/05/17","2nd Round","Ramos-Vinolas A.","Bonzi B.",20,266,2065,198,6,2,6,1,6,1,NA,NA,NA,NA,3,0,1.03,15,1.07,11,1.07,15,1.04,11.19
33,"31/05/17","2nd Round","Carreno Busta P.","Daniel T.",21,102,2045,544,7,5,6,4,4,6,6,0,NA,NA,3,1,1.1,7,1.1,8.83,1.12,8.83,1.09,7.27
33,"31/05/17","2nd Round","Pouille L.","Bellucci T.",17,61,2320,827,7,6,6,1,6,2,NA,NA,NA,NA,3,0,1.3,3.5,1.33,3.64,1.35,3.64,1.31,3.44
33,"31/05/17","2nd Round","Bautista Agut R.","Kukushkin M.",18,85,2155,630,6,3,3,6,6,3,7,6,NA,NA,3,1,1.12,6,1.14,6.7,1.16,6.7,1.13,5.96
33,"31/05/17","2nd Round","Vesely J.","Bedene A.",57,52,840,898,6,3,6,3,4,6,6,3,NA,NA,3,1,2.2,1.66,2.37,1.66,2.37,1.8,2.21,1.66
33,"01/06/17","2nd Round","Cilic M.","Kravchuk K.",8,129,3765,446,6,3,6,2,6,2,NA,NA,NA,NA,3,0,1.02,19,1.04,16.99,1.04,21,1.02,14.39
33,"01/06/17","2nd Round","Lopez F.","Ferrer D.",36,33,1115,1185,7,5,3,6,7,5,4,6,6,4,3,2,2.5,1.53,2.52,1.6,2.63,1.62,2.43,1.56
33,"01/06/17","2nd Round","Isner J.","Lorenzi P.",22,34,2020,1153,6,3,7,6,7,6,NA,NA,NA,NA,3,0,1.4,3,1.39,3.27,1.4,3.27,1.37,3.08
33,"01/06/17","2nd Round","Khachanov K.","Berdych T.",53,14,896,2885,7,5,6,4,6,4,NA,NA,NA,NA,3,0,4,1.25,4.31,1.26,4.31,1.28,4.04,1.24
33,"01/06/17","2nd Round","Nishikori K.","Chardy J.",9,74,3650,705,6,3,6,0,7,6,NA,NA,NA,NA,3,0,1.28,3.75,1.28,4.12,1.29,4.33,1.26,3.87
33,"01/06/17","2nd Round","Del Potro J. M.","Almagro N.",30,69,1325,755,6,3,3,6,1,1,NA,NA,NA,NA,1,1,1.2,4.5,1.2,5.23,1.21,5.25,1.19,4.76
33,"01/06/17","2nd Round","Wawrinka S.","Dolgopolov O.",3,89,5695,611,6,4,7,6,7,5,NA,NA,NA,NA,3,0,1.14,5.5,1.18,5.66,1.2,5.66,1.15,5.3
33,"01/06/17","2nd Round","Chung H.","Istomin D.",67,80,781,669,6,1,7,5,6,1,NA,NA,NA,NA,3,0,1.3,3.5,1.3,3.88,1.36,4,1.3,3.54
33,"01/06/17","2nd Round","Murray A.","Klizan M.",1,50,10370,925,6,7,6,2,6,2,7,6,NA,NA,3,1,1.07,9,1.08,10.16,1.09,10.16,1.07,8.5
33,"01/06/17","2nd Round","Fognini F.","Seppi A.",29,83,1350,651,6,4,7,5,6,3,NA,NA,NA,NA,3,0,1.4,3,1.41,3.16,1.43,3.16,1.39,2.98
33,"01/06/17","2nd Round","Anderson K.","Kyrgios N.",56,19,845,2155,5,7,6,4,6,1,6,2,NA,NA,3,1,3.25,1.36,3.33,1.38,3.35,1.38,3.19,1.35
33,"01/06/17","2nd Round","Edmund K.","Olivo R.",49,91,933,593,7,5,6,3,6,1,NA,NA,NA,NA,3,0,1.28,3.75,1.32,3.78,1.32,4,1.28,3.69
33,"01/06/17","2nd Round","Monfils G.","Monteiro T.",16,95,2365,570,6,1,6,4,6,1,NA,NA,NA,NA,3,0,1.1,7,1.11,8.17,1.11,8.17,1.1,7.01
33,"01/06/17","2nd Round","Cuevas P.","Kicker N.",23,87,1865,624,6,4,6,4,6,4,NA,NA,NA,NA,3,0,1.07,9,1.1,8.67,1.11,10.25,1.07,8.53
33,"01/06/17","2nd Round","Verdasco F.","Herbert P.H.",37,82,1085,662,6,3,3,6,4,6,6,3,6,3,3,2,1.3,3.5,1.3,3.9,1.32,3.9,1.29,3.55
33,"01/06/17","2nd Round","Gasquet R.","Estrella Burgos V.",25,90,1605,595,6,1,6,0,6,4,NA,NA,NA,NA,3,0,1.1,7,1.11,8.04,1.11,8.5,1.09,7.27
33,"02/06/17","3rd Round","Zeballos H.","Goffin D.",65,12,793,3055,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,1.1,8.16,1.11,8.16,1.13,6.8,1.1
33,"02/06/17","3rd Round","Carreno Busta P.","Dimitrov G.",21,13,2045,2900,7,5,6,3,6,4,NA,NA,NA,NA,3,0,2.3,1.61,2.36,1.68,2.4,1.71,2.26,1.64
33,"02/06/17","3rd Round","Bautista Agut R.","Vesely J.",18,57,2155,840,6,3,6,4,6,3,NA,NA,NA,NA,3,0,1.4,3,1.41,3.2,1.43,3.25,1.38,3.06
33,"02/06/17","3rd Round","Raonic M.","Garcia-Lopez G.",6,153,4450,372,6,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1.08,8,1.1,9.05,1.12,9.5,1.08,7.82
33,"02/06/17","3rd Round","Nadal R.","Basilashvili N.",4,63,5375,811,6,0,6,1,6,0,NA,NA,NA,NA,3,0,1.01,26,1.02,27.78,1.02,33.5,1.01,19.6
33,"02/06/17","3rd Round","Thiem D.","Johnson S.",7,26,4145,1565,6,1,7,6,6,3,NA,NA,NA,NA,3,0,1.1,7,1.1,8.73,1.12,8.73,1.09,7.21
33,"02/06/17","3rd Round","Djokovic N.","Schwartzman D.",2,41,7445,1005,5,7,6,3,3,6,6,1,6,1,3,2,1.05,11,1.07,11.6,1.07,11.88,1.05,9.72
33,"02/06/17","3rd Round","Ramos-Vinolas A.","Pouille L.",20,17,2065,2320,6,2,3,6,5,7,6,2,6,1,3,2,2,1.8,2.07,1.86,2.09,2.1,1.98,1.83
33,"03/06/17","3rd Round","Cilic M.","Lopez F.",8,36,3765,1115,6,1,6,3,6,3,NA,NA,NA,NA,3,0,1.16,5,1.2,5.45,1.21,5.45,1.18,4.76
33,"03/06/17","3rd Round","Anderson K.","Edmund K.",56,49,845,933,6,7,7,6,5,7,6,1,6,4,3,2,1.57,2.37,1.72,2.27,1.72,2.42,1.61,2.31
33,"03/06/17","3rd Round","Murray A.","Del Potro J. M.",1,30,10370,1325,7,6,7,5,6,0,NA,NA,NA,NA,3,0,1.33,3.4,1.36,3.5,1.36,3.5,1.34,3.23
33,"03/06/17","3rd Round","Verdasco F.","Cuevas P.",37,23,1085,1865,6,2,6,1,6,3,NA,NA,NA,NA,3,0,2.62,1.5,2.57,1.58,2.9,1.58,2.62,1.49
33,"03/06/17","3rd Round","Wawrinka S.","Fognini F.",3,29,5695,1350,7,6,6,0,6,2,NA,NA,NA,NA,3,0,1.25,4,1.28,4.15,1.3,4.33,1.26,3.83
33,"04/06/17","3rd Round","Nishikori K.","Chung H.",9,67,3650,781,7,5,6,4,6,7,0,6,6,4,3,2,1.3,3.5,1.33,3.71,1.36,3.71,1.31,3.42
33,"04/06/17","3rd Round","Khachanov K.","Isner J.",53,22,896,2020,7,6,6,3,6,7,7,6,NA,NA,3,1,2.2,1.66,2.14,1.81,2.25,1.81,2.13,1.71
33,"04/06/17","3rd Round","Monfils G.","Gasquet R.",16,25,2365,1605,7,6,5,7,4,3,NA,NA,NA,NA,1,1,1.61,2.3,1.71,2.3,1.75,2.3,1.66,2.21
33,"04/06/17","4th Round","Carreno Busta P.","Raonic M.",21,6,2045,4450,4,6,7,6,6,7,6,4,8,6,3,2,2.5,1.53,2.74,1.53,2.74,1.63,2.46,1.55
33,"04/06/17","4th Round","Nadal R.","Bautista Agut R.",4,18,5375,2155,6,1,6,2,6,2,NA,NA,NA,NA,3,0,1.02,19,1.03,21.1,1.04,21.1,1.02,15.35
33,"04/06/17","4th Round","Thiem D.","Zeballos H.",7,65,4145,793,6,1,6,3,6,1,NA,NA,NA,NA,3,0,1.04,13,1.05,14.88,1.1,15.08,1.04,11.54
33,"04/06/17","4th Round","Djokovic N.","Ramos-Vinolas A.",2,20,7445,2065,7,6,6,1,6,3,NA,NA,NA,NA,3,0,1.1,7,1.13,7.47,1.15,8.75,1.1,6.92
33,"05/06/17","4th Round","Murray A.","Khachanov K.",1,53,10370,896,6,3,6,4,6,4,NA,NA,NA,NA,3,0,1.12,6,1.14,6.92,1.2,7.01,1.13,6.06
33,"05/06/17","4th Round","Nishikori K.","Verdasco F.",9,37,3650,1085,0,6,6,4,6,4,6,0,NA,NA,3,1,1.61,2.25,1.69,2.33,1.71,2.41,1.64,2.28
33,"05/06/17","4th Round","Wawrinka S.","Monfils G.",3,16,5695,2365,7,5,7,6,6,2,NA,NA,NA,NA,3,0,1.3,3.5,1.4,3.28,1.4,3.7,1.32,3.41
33,"05/06/17","4th Round","Cilic M.","Anderson K.",8,56,3765,845,6,3,3,0,NA,NA,NA,NA,NA,NA,1,0,1.25,4,1.27,4.31,1.3,4.35,1.25,3.98
33,"07/06/17","Quarterfinals","Thiem D.","Djokovic N.",7,2,4145,7445,7,6,6,3,6,0,NA,NA,NA,NA,3,0,2.75,1.44,3,1.46,3.05,1.46,2.85,1.43
33,"07/06/17","Quarterfinals","Nadal R.","Carreno Busta P.",4,21,5375,2045,6,2,2,0,NA,NA,NA,NA,NA,NA,1,0,1.02,19,1.03,21.1,1.04,26,1.02,16
33,"07/06/17","Quarterfinals","Murray A.","Nishikori K.",1,9,10370,3650,2,6,6,1,7,6,6,1,NA,NA,3,1,1.25,4,1.25,4.55,1.3,4.55,1.24,4.1
33,"07/06/17","Quarterfinals","Wawrinka S.","Cilic M.",3,8,5695,3765,6,3,6,3,6,1,NA,NA,NA,NA,3,0,1.4,3,1.43,3.14,1.47,3.15,1.41,2.94
33,"09/06/17","Semifinals","Wawrinka S.","Murray A.",3,1,5695,10370,6,7,6,3,5,7,7,6,6,1,3,2,1.66,2.2,1.75,2.25,1.75,2.3,1.69,2.19
33,"09/06/17","Semifinals","Nadal R.","Thiem D.",4,7,5375,4145,6,3,6,4,6,0,NA,NA,NA,NA,3,0,1.2,4.5,1.25,4.61,1.3,4.87,1.22,4.41
33,"11/06/17","The Final","Nadal R.","Wawrinka S.",4,3,5375,5695,6,2,6,3,6,1,NA,NA,NA,NA,3,0,1.2,5,1.21,5.3,1.25,5.3,1.2,4.79
33,"27/05/18","1st Round","Albot R.","Barrere G.",97,197,634,303,4,6,0,6,7,5,6,1,6,2,3,2,2,1.8,2.12,1.81,2.18,1.91,2.06,1.77
33,"27/05/18","1st Round","Dzumhur D.","Kudla D.",29,113,1415,471,6,4,6,2,6,2,NA,NA,NA,NA,3,0,1.44,2.75,1.48,2.86,1.54,3.02,1.46,2.72
33,"27/05/18","1st Round","Dimitrov G.","Safwat M.",5,182,4870,320,6,1,6,4,7,6,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1.03,25,1.02,19
33,"27/05/18","1st Round","Donaldson J.","Jarry N.",57,61,910,888,6,3,4,6,3,6,6,3,6,4,3,2,2.75,1.44,2.8,1.5,2.86,1.55,2.67,1.48
33,"27/05/18","1st Round","Monfils G.","Benchetrit E.",37,306,1220,166,3,6,6,1,6,2,6,1,NA,NA,3,1,1.16,5,1.2,5.24,1.2,6.13,1.17,5.18
33,"27/05/18","1st Round","Klizan M.","Djere L.",117,101,463,596,7,6,4,6,7,6,6,1,NA,NA,3,1,1.5,2.62,1.46,2.95,1.57,2.95,1.51,2.58
33,"27/05/18","1st Round","Carreno Busta P.","Kovalik J.",11,146,2415,383,4,6,6,1,7,5,7,6,NA,NA,3,1,1.16,5,1.19,5.42,1.22,5.8,1.17,5.13
33,"27/05/18","1st Round","Nishikori K.","Janvier M.",21,307,1710,165,7,6,6,4,6,3,NA,NA,NA,NA,3,0,1.04,13,1.04,15.08,1.06,15.72,1.03,12.49
33,"27/05/18","1st Round","Moutet C.","Karlovic I.",141,92,398,665,7,6,6,2,7,6,NA,NA,NA,NA,3,0,2.1,1.72,2.27,1.71,2.3,1.77,2.18,1.69
33,"27/05/18","1st Round","Verdasco F.","Nishioka Y.",35,266,1280,207,6,7,6,4,6,3,6,7,7,5,3,2,1.25,4,1.25,4.46,1.29,4.55,1.25,4.05
33,"27/05/18","1st Round","Berrettini M.","Otte O.",96,156,639,351,3,6,7,5,6,2,6,1,NA,NA,3,1,1.61,2.3,1.65,2.4,1.69,2.4,1.63,2.3
33,"27/05/18","1st Round","Pouille L.","Medvedev D.",16,53,2030,974,6,2,6,3,6,4,NA,NA,NA,NA,3,0,1.2,4.5,1.22,4.85,1.3,4.85,1.22,4.37
33,"27/05/18","1st Round","Andreozzi G.","Fritz T.",108,68,506,849,6,7,6,3,3,6,6,2,6,3,3,2,1.5,2.62,1.54,2.66,1.57,2.66,1.51,2.57
33,"27/05/18","1st Round","Zverev A.","Berankis R.",3,102,5615,594,6,1,6,1,6,2,NA,NA,NA,NA,3,0,1.01,21,1.01,25.99,1.03,28.5,1.01,20.11
33,"27/05/18","1st Round","Goffin D.","Haase R.",9,44,3020,1155,4,6,4,6,6,4,6,1,6,0,3,2,1.14,5.5,1.16,6.28,1.17,6.28,1.15,5.52
33,"27/05/18","1st Round","Delbonis F.","Bellucci T.",69,278,835,201,6,1,6,3,3,6,6,1,NA,NA,3,1,1.53,2.5,1.53,2.71,1.58,2.71,1.51,2.56
33,"28/05/18","1st Round","Cecchinato M.","Copil M.",72,94,806,662,2,6,6,7,7,5,6,2,10,8,3,2,1.4,2.75,1.48,2.86,1.48,3,1.44,2.8
33,"28/05/18","1st Round","Garcia-Lopez G.","Wawrinka S.",67,30,850,1400,6,2,3,6,4,6,7,6,6,3,3,2,2.2,1.66,2.3,1.69,2.33,1.76,2.22,1.67
33,"28/05/18","1st Round","Paire B.","Carballes Baena R.",51,76,1020,753,6,3,6,7,7,6,6,1,NA,NA,3,1,1.4,3,1.4,3.22,1.44,3.22,1.38,3.04
33,"28/05/18","1st Round","Tsitsipas S.","Taberner C.",39,213,1212,278,7,5,6,7,6,4,6,3,NA,NA,3,1,1.14,5.5,1.11,8.05,1.14,8.5,1.1,7.07
33,"28/05/18","1st Round","Gulbis E.","Muller G.",160,34,342,1300,2,6,6,4,6,4,6,3,NA,NA,3,1,1.4,3,1.5,2.8,1.5,3,1.43,2.83
33,"28/05/18","1st Round","Khachanov K.","Haider-Maurer A.",38,412,1220,96,7,6,6,3,6,3,NA,NA,NA,NA,3,0,1.06,11,1.04,15.92,1.07,15.92,1.04,11.48
33,"28/05/18","1st Round","Trungelliti M.","Tomic B.",190,206,313,291,6,4,5,7,6,4,6,4,NA,NA,3,1,2.1,1.72,2.34,1.68,2.34,1.75,2.13,1.71
33,"28/05/18","1st Round","Norrie C.","Gojowczyk P.",85,43,682,1175,6,1,2,0,NA,NA,NA,NA,NA,NA,1,0,2.5,1.53,2.6,1.56,2.6,1.58,2.49,1.54
33,"28/05/18","1st Round","Lajovic D.","Vesely J.",60,80,894,720,6,3,6,1,6,3,NA,NA,NA,NA,3,0,1.44,2.75,1.48,2.86,1.48,2.94,1.45,2.77
33,"28/05/18","1st Round","Bautista Agut R.","Istomin D.",13,100,2120,602,6,2,6,7,1,6,6,4,6,4,3,2,1.08,9,1.09,9.01,1.1,9.6,1.08,8.35
33,"28/05/18","1st Round","Munar J.","Ferrer D.",155,41,356,1190,3,6,3,6,7,6,7,6,7,5,3,2,2.75,1.44,2.8,1.5,2.9,1.5,2.77,1.44
33,"28/05/18","1st Round","Djokovic N.","Dutra Silva R.",22,134,1665,421,6,3,6,4,6,4,NA,NA,NA,NA,3,0,1.06,11,1.06,12.02,1.07,12.5,1.05,10.45
33,"28/05/18","1st Round","Coric B.","Kohlschreiber P.",40,24,1200,1620,6,3,3,6,6,3,6,4,NA,NA,3,1,1.72,2.1,1.69,2.3,1.74,2.3,1.68,2.19
33,"28/05/18","1st Round","Thiem D.","Ivashka I.",8,119,3355,462,6,2,6,4,6,1,NA,NA,NA,NA,3,0,1.07,10,1.05,13.9,1.08,14.5,1.05,11.12
33,"28/05/18","1st Round","Giraldo S.","Baghdatis M.",315,84,159,689,3,6,3,4,NA,NA,NA,NA,NA,NA,0,1,1.44,2.75,1.43,3.05,1.51,3.05,1.45,2.77
33,"28/05/18","1st Round","Pavlasek A.","Basic M.",185,81,317,717,6,7,7,5,6,2,6,2,NA,NA,3,1,1.5,2.62,1.47,2.9,1.54,2.9,1.49,2.65
33,"28/05/18","1st Round","Ruud C.","Thompson J.",157,91,350,669,6,1,6,4,2,6,4,6,6,3,3,2,1.33,3.4,1.28,4.14,1.33,4.15,1.27,3.76
33,"28/05/18","1st Round","Simon G.","Basilashvili N.",65,77,870,747,6,4,6,0,6,7,6,4,NA,NA,3,1,1.57,2.37,1.56,2.6,1.62,2.63,1.56,2.44
33,"28/05/18","1st Round","Ramos-Vinolas A.","Kukushkin M.",36,83,1260,694,7,6,6,4,6,1,NA,NA,NA,NA,3,0,1.61,2.3,1.66,2.37,1.67,2.39,1.62,2.3
33,"28/05/18","1st Round","Jaziri M.","Youzhny M.",63,98,872,616,2,6,6,2,6,2,3,6,6,2,3,2,1.3,3.5,1.32,3.74,1.33,3.8,1.3,3.55
33,"28/05/18","1st Round","Querrey S.","Tiafoe F.",15,58,2095,903,6,1,6,2,7,6,NA,NA,NA,NA,3,0,2.1,1.72,2.2,1.75,2.21,1.77,2.13,1.72
33,"28/05/18","1st Round","Schwartzman D.","Hemery C.",12,130,2165,430,6,1,6,3,6,1,NA,NA,NA,NA,3,0,1.11,7,1.11,8.05,1.14,8.5,1.1,7.04
33,"28/05/18","1st Round","Gasquet R.","Seppi A.",32,50,1395,1045,6,0,6,2,6,2,NA,NA,NA,NA,3,0,1.36,3.2,1.33,3.64,1.39,3.64,1.35,3.26
33,"29/05/18","1st Round","Cuevas P.","Bedene A.",75,66,755,850,6,4,6,3,6,2,NA,NA,NA,NA,3,0,1.66,2.2,1.72,2.25,1.73,2.31,1.69,2.19
33,"29/05/18","1st Round","Cilic M.","Duckworth J.",4,1072,4950,8,6,3,7,5,7,6,NA,NA,NA,NA,3,0,1.01,21,1.01,25.99,1.03,28.4,1.01,19.49
33,"29/05/18","1st Round","Struff J.L.","Donskoy E.",71,79,830,726,6,1,6,3,6,0,NA,NA,NA,NA,3,0,1.4,3,1.38,3.33,1.44,3.33,1.38,3.1
33,"29/05/18","1st Round","Marterer M.","Harrison R.",70,56,831,920,6,1,6,3,7,5,NA,NA,NA,NA,3,0,1.66,2.2,1.71,2.27,1.71,2.33,1.67,2.21
33,"29/05/18","1st Round","Hurkacz H.","Sandgren T.",188,54,315,953,6,2,6,2,3,6,6,3,NA,NA,3,1,2.37,1.57,2.52,1.59,2.55,1.64,2.4,1.58
33,"29/05/18","1st Round","Shapovalov D.","Millman J.",25,59,1573,901,7,5,6,4,6,2,NA,NA,NA,NA,3,0,1.4,3,1.47,2.9,1.49,3.2,1.41,2.92
33,"29/05/18","1st Round","Anderson K.","Lorenzi P.",7,74,3635,780,6,1,6,2,6,4,NA,NA,NA,NA,3,0,1.11,7,1.12,7.73,1.15,7.73,1.11,6.55
33,"29/05/18","1st Round","Fabbiano T.","Ebden M.",115,73,466,794,6,4,5,7,6,2,3,6,6,2,3,2,1.3,3.5,1.31,3.85,1.35,3.85,1.3,3.49
33,"29/05/18","1st Round","Isner J.","Rubin N.",10,173,2980,327,6,3,7,6,7,6,NA,NA,NA,NA,3,0,1.16,5,1.14,6.69,1.04,23,1.03,16.14
33,"29/05/18","1st Round","Fucsovics M.","Pospisil V.",45,88,1122,673,6,3,6,3,7,6,NA,NA,NA,NA,3,0,1.16,5,1.19,5.42,1.21,5.5,1.18,5.07
33,"29/05/18","1st Round","Fognini F.","Andujar P.",18,128,1940,431,6,4,6,2,6,1,NA,NA,NA,NA,3,0,1.3,3.5,1.36,3.48,1.37,3.6,1.33,3.35
33,"29/05/18","1st Round","Edmund K.","De Minaur A.",17,105,1950,541,6,2,6,4,6,3,NA,NA,NA,NA,3,0,1.12,6,1.12,7.42,1.16,7.42,1.12,6.45
33,"29/05/18","1st Round","Zeballos H.","Sugita Y.",103,48,590,1070,6,4,6,7,6,4,6,2,NA,NA,3,1,1.44,2.75,1.47,2.93,1.47,3.49,1.43,2.84
33,"29/05/18","1st Round","Pella G.","Sousa J.",78,49,728,1051,6,2,6,3,6,4,NA,NA,NA,NA,3,0,2,1.8,1.92,1.99,2,1.99,1.93,1.87
33,"29/05/18","1st Round","Bemelmans R.","Bhambri Y.",110,93,490,665,6,4,6,4,6,1,NA,NA,NA,NA,3,0,1.9,1.9,1.87,2.04,1.97,2.04,1.86,1.95
33,"29/05/18","1st Round","Johnson S.","Mannarino A.",46,26,1110,1535,7,6,6,2,6,2,NA,NA,NA,NA,3,0,1.5,2.62,1.5,2.8,1.52,2.8,1.48,2.68
33,"29/05/18","1st Round","Nadal R.","Bolelli S.",1,129,8770,430,6,4,6,3,7,6,NA,NA,NA,NA,3,0,1.005,29,1.01,32.24,1.02,29,1.02,25
33,"29/05/18","1st Round","Zopp J.","Sock J.",136,14,418,2110,6,7,6,2,4,6,7,6,6,3,3,2,4,1.25,4.85,1.22,4.85,1.25,4.52,1.21
33,"29/05/18","1st Round","Ymer E.","Sela D.",122,104,453,572,7,6,6,3,6,1,NA,NA,NA,NA,3,0,1.14,5.5,1.17,6.02,1.18,6.15,1.15,5.47
33,"29/05/18","1st Round","Zverev M.","Mayer F.",64,90,870,671,6,2,6,1,7,6,NA,NA,NA,NA,3,0,1.44,2.75,1.4,3.22,1.45,3.22,1.4,3.01
33,"29/05/18","1st Round","Del Potro J.M.","Mahut N.",6,116,4450,465,1,6,6,1,6,2,6,4,NA,NA,3,1,1.12,6,1.13,7.31,1.14,7.51,1.11,6.53
33,"29/05/18","1st Round","Stakhovsky S.","Lopez F.",127,33,433,1375,6,2,6,4,6,2,NA,NA,NA,NA,3,0,3.75,1.28,4.32,1.26,4.32,1.3,3.97,1.25
33,"30/05/18","1st Round","Benneteau J.","Mayer L.",62,42,882,1186,2,6,7,6,6,2,6,3,NA,NA,3,1,3.75,1.28,4.22,1.27,4.22,1.3,3.9,1.25
33,"30/05/18","1st Round","Herbert P.H.","Polansky P.",87,124,680,449,6,3,4,6,6,2,6,2,NA,NA,3,1,1.3,3.5,1.29,4.05,1.3,4.08,1.27,3.79
33,"30/05/18","1st Round","Chardy J.","Berdych T.",86,20,680,1750,7,6,7,6,1,6,5,7,6,2,3,2,2.62,1.5,2.75,1.51,2.75,1.56,2.58,1.51
33,"30/05/18","2nd Round","Carreno Busta P.","Delbonis F.",11,69,2415,835,7,6,7,6,3,6,6,4,NA,NA,3,1,1.4,3,1.5,2.8,1.5,3.07,1.42,2.86
33,"30/05/18","2nd Round","Cecchinato M.","Trungelliti M.",72,190,806,313,6,1,7,6,6,1,NA,NA,NA,NA,3,0,1.53,2.5,1.56,2.6,1.57,2.66,1.52,2.54
33,"30/05/18","2nd Round","Dzumhur D.","Albot R.",29,97,1415,634,6,3,6,3,5,7,1,6,7,5,3,2,1.28,3.75,1.29,4.05,1.33,4.05,1.29,3.68
33,"30/05/18","2nd Round","Bautista Agut R.","Giraldo S.",13,315,2120,159,6,4,7,5,6,3,NA,NA,NA,NA,3,0,1.16,5,1.21,5,1.21,5.6,1.18,4.83
33,"30/05/18","2nd Round","Djokovic N.","Munar J.",22,155,1665,356,7,6,6,4,6,4,NA,NA,NA,NA,3,0,1.07,9,1.05,13.44,1.07,13.5,1.05,10.88
33,"30/05/18","2nd Round","Verdasco F.","Andreozzi G.",35,108,1280,506,6,3,6,2,6,2,NA,NA,NA,NA,3,0,1.8,2,1.85,2.07,1.91,2.11,1.8,2.02
33,"30/05/18","2nd Round","Dimitrov G.","Donaldson J.",5,57,4870,910,6,7,6,4,4,6,6,4,10,8,3,2,1.14,5.5,1.15,6.35,1.17,6.38,1.14,5.71
33,"30/05/18","2nd Round","Zverev A.","Lajovic D.",3,60,5615,894,2,6,7,5,4,6,6,1,6,2,3,2,1.08,9,1.09,9.35,1.11,9.5,1.08,8.19
33,"30/05/18","2nd Round","Nishikori K.","Paire B.",21,51,1710,1020,6,3,2,6,4,6,6,2,6,3,3,2,1.22,4.33,1.24,4.55,1.28,4.73,1.23,4.28
33,"30/05/18","2nd Round","Berrettini M.","Gulbis E.",96,160,639,342,6,2,3,6,6,4,6,3,NA,NA,3,1,2.1,1.72,2.07,1.85,2.2,1.85,2.1,1.74
33,"30/05/18","2nd Round","Goffin D.","Moutet C.",9,141,3020,398,7,5,6,0,6,1,NA,NA,NA,NA,3,0,1.1,8,1.08,9.87,1.1,9.9,1.07,8.68
33,"30/05/18","2nd Round","Simon G.","Querrey S.",65,15,870,2095,1,6,7,6,6,4,6,1,NA,NA,3,1,1.8,2,1.85,2.07,1.85,2.1,1.8,2.02
33,"30/05/18","2nd Round","Khachanov K.","Garcia-Lopez G.",38,67,1220,850,6,2,7,6,6,7,6,3,NA,NA,3,1,1.53,2.5,1.46,2.94,1.53,2.94,1.47,2.69
33,"30/05/18","2nd Round","Monfils G.","Klizan M.",37,117,1220,463,6,2,6,4,6,4,NA,NA,NA,NA,3,0,1.66,2.2,1.72,2.25,1.76,2.28,1.68,2.2
33,"31/05/18","2nd Round","Zopp J.","Bemelmans R.",136,110,418,490,4,6,4,6,6,3,6,4,6,4,3,2,1.72,2.1,1.74,2.22,1.76,2.38,1.69,2.18
