Round_num,Winner_Id,Loser_Id,WRank,LRank,WPts,LPts,Wsets,Lsets,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,SetsTotales,LabelWinnerRank,LabelWinnerPoints,LabelWinnerOddsB65,LabelWinnerOddsPS,LabelWinnerOddsMAX,LabelWinnerOddsAvg,WinnerRoundsWon,LoserRoundsWon,LabelWinnerRounds,LabelWinnerRoundsAndOddsAvg,WinnerRoundsLost,LoserRoundsLost,WinnerRoundsPlayed,LoserRoundsPlayed,LabelWinnerRoundsWonOverAll,LabelLoserRoundsWonOverAll
4,144,126,15,56.0,2430,844.0,3.0,1.0,1.1,7.0,1.23,4.44,1.11,9.0,1.09,7.24,4,1.0,1.0,1,1,1,1,5,0,1,1,0,1,5,1,1.0,0.0
5,199,101,2,12.0,8435,2725.0,3.0,1.0,1.33,3.5,1.35,3.61,1.36,3.75,1.32,3.4,4,1.0,1.0,1,1,1,1,2,0,1,1,0,1,2,1,1.0,0.0
5,104,220,4,55.0,6315,853.0,3.0,0.0,1.11,6.5,1.12,7.66,1.13,7.66,1.11,6.55,3,1.0,1.0,1,1,1,1,2,0,1,1,1,1,3,1,0.6667,0.0
5,144,21,15,13.0,2430,2570.0,3.0,1.0,1.53,2.5,1.67,2.37,1.7,2.5,1.59,2.36,4,0.0,0.0,1,1,1,1,4,0,1,1,1,1,5,1,0.8,0.0
5,164,194,1,8.0,16150,2850.0,3.0,0.0,1.06,10.0,1.07,9.9,1.1,11.45,1.07,9.05,3,1.0,1.0,1,1,1,1,4,0,1,1,3,1,7,1,0.5714,0.0
6,164,144,1,15.0,16150,2430.0,3.0,0.0,1.08,8.0,1.11,8.75,1.12,8.75,1.09,7.62,3,1.0,1.0,1,1,1,1,3,2,1,1,1,2,4,4,0.75,0.5
6,199,104,2,4.0,8435,6315.0,3.0,1.0,1.72,2.1,1.8,2.18,1.82,2.2,1.75,2.07,4,1.0,1.0,1,1,1,1,1,1,0,1,1,1,2,2,0.5,0.5
7,164,199,1,2.0,16150,8435.0,3.0,1.0,1.3,3.5,1.35,3.67,1.35,3.8,1.32,3.48,4,1.0,1.0,1,1,1,1,2,0,1,1,1,1,3,1,0.6667,0.0
1,136,25,65,54.0,793,871.0,3.0,0.0,2.0,1.8,2.09,1.83,2.09,1.91,1.98,1.82,3,0.0,0.0,0,0,0,0,2,2,0,0,1,5,3,7,0.6667,0.2857
1,103,243,153,27.0,372,1530.0,3.0,1.0,3.0,1.4,3.22,1.4,3.22,1.46,2.97,1.45,4,0.0,0.0,0,0,0,0,3,0,1,1,1,3,4,3,0.75,0.0
1,220,116,20,94.0,2065,577.0,3.0,1.0,1.2,4.5,1.22,4.85,1.23,4.85,1.21,4.41,4,1.0,1.0,1,1,1,1,5,0,1,1,2,3,7,3,0.7143,0.0
1,223,46,266,66.0,198,782.0,2.0,1.0,2.75,1.44,2.95,1.46,2.95,1.48,2.76,1.44,3,0.0,0.0,0,0,0,0,2,2,0,0,2,4,4,6,0.5,0.3333
1,65,100,102,164.0,544,345.0,3.0,0.0,1.72,2.1,1.69,2.3,1.77,2.31,1.68,2.17,3,1.0,1.0,1,1,1,1,2,0,1,1,3,1,5,1,0.4,0.0
1,62,193,21,44.0,2045,967.0,3.0,0.0,1.08,8.0,1.09,9.35,1.17,9.35,1.08,7.84,3,1.0,1.0,1,1,1,1,6,0,1,1,1,3,7,3,0.8571,0.0
1,27,75,13,114.0,2900,490.0,3.0,0.0,1.01,17.0,1.03,17.65,1.04,17.65,1.03,13.69,3,1.0,1.0,1,1,1,1,5,1,1,1,2,1,7,2,0.7143,0.5
1,181,248,24,205.0,1820,264.0,3.0,0.0,1.66,2.2,1.75,2.2,1.75,2.33,1.69,2.16,3,1.0,1.0,1,1,1,1,3,5,0,0,1,1,4,6,0.75,0.8333
1,37,279,85,113.0,630,494.0,3.0,0.0,1.44,2.75,1.5,2.8,1.5,2.88,1.44,2.74,3,1.0,1.0,1,1,1,1,2,1,1,1,4,4,6,5,0.3333,0.2
1,30,60,162,126.0,348,453.0,3.0,2.0,2.0,1.8,2.2,1.75,2.2,1.85,2.05,1.76,5,0.0,0.0,0,0,0,0,3,1,1,1,0,4,3,5,1.0,0.2
1,144,226,7,39.0,4145,1015.0,3.0,0.0,1.01,17.0,1.04,16.3,1.04,17.0,1.03,13.47,3,1.0,1.0,1,1,1,1,5,1,1,1,2,3,7,4,0.7143,0.25
1,108,90,274,55.0,192,854.0,3.0,1.0,1.61,2.3,1.65,2.4,1.69,2.4,1.63,2.27,4,0.0,0.0,1,1,1,1,1,1,0,1,0,4,1,5,1.0,0.2
1,242,161,17,98.0,2320,554.0,3.0,2.0,1.08,8.0,1.08,9.87,1.08,10.1,1.07,8.53,5,1.0,1.0,1,1,1,1,4,1,1,1,2,2,6,3,0.6667,0.3333
1,179,276,61,81.0,827,669.0,3.0,1.0,1.53,2.5,1.56,2.6,1.56,2.65,1.52,2.53,4,1.0,1.0,1,1,1,1,1,4,0,0,2,3,3,7,0.3333,0.5714
1,287,117,46,240.0,948,224.0,3.0,0.0,1.14,5.5,1.16,6.05,1.18,6.95,1.15,5.46,3,1.0,1.0,1,1,1,1,1,2,0,0,3,4,4,6,0.25,0.3333
1,14,72,52,42.0,898,998.0,3.0,1.0,1.25,4.0,1.25,4.46,1.25,4.46,1.23,4.08,4,0.0,0.0,1,1,1,1,5,0,1,1,2,2,7,2,0.7143,0.0
1,169,222,123,60.0,458,828.0,3.0,0.0,1.5,2.62,1.43,3.05,1.52,3.07,1.46,2.7,3,0.0,0.0,1,1,1,1,2,0,1,1,1,2,3,2,0.6667,0.0
1,57,127,6,38.0,4450,1016.0,3.0,0.0,1.08,8.0,1.1,8.67,1.1,8.75,1.08,7.7,3,1.0,1.0,1,1,1,1,2,1,1,1,0,1,2,2,1.0,0.5
1,247,288,41,118.0,1005,483.0,3.0,2.0,1.12,6.0,1.13,7.05,1.14,7.1,1.12,6.2,5,1.0,1.0,1,1,1,1,6,2,1,1,1,2,7,4,0.8571,0.5
1,168,266,63,32.0,811,1200.0,3.0,1.0,2.75,1.44,2.95,1.46,3.08,1.5,2.79,1.43,4,0.0,0.0,0,0,0,0,3,4,0,0,4,3,7,7,0.4286,0.5714
1,205,230,35,99.0,1135,554.0,3.0,0.0,1.16,5.0,1.21,5.0,1.21,5.05,1.19,4.68,3,1.0,1.0,1,1,1,1,2,0,1,1,0,3,2,3,1.0,0.0
1,88,150,18,142.0,2155,416.0,3.0,1.0,1.04,13.0,1.04,15.92,1.05,16.5,1.03,12.04,4,1.0,1.0,1,1,1,1,6,0,1,1,0,6,6,6,1.0,0.0
1,160,84,57,15.0,840,2415.0,3.0,0.0,3.0,1.4,3.44,1.36,3.44,1.41,3.14,1.36,3,0.0,0.0,0,0,0,0,3,2,1,1,4,2,7,4,0.4286,0.5
1,210,61,26,78.0,1565,674.0,3.0,2.0,1.22,4.33,1.21,5.0,1.23,5.0,1.2,4.5,5,1.0,1.0,1,1,1,1,4,0,1,1,3,3,7,3,0.5714,0.0
1,270,170,59,58.0,830,840.0,3.0,1.0,1.9,1.9,1.93,1.97,1.95,1.97,1.89,1.9,4,0.0,0.0,0,1,1,1,3,0,1,1,4,3,7,3,0.4286,0.0
1,164,126,2,77.0,7445,675.0,3.0,0.0,1.01,21.0,1.02,22.73,1.02,26.86,1.01,17.56,3,1.0,1.0,1,1,1,1,7,1,1,1,0,1,7,2,1.0,0.5
1,38,99,187,31.0,293,1311.0,3.0,1.0,3.5,1.3,3.35,1.38,3.55,1.4,3.29,1.33,4,0.0,0.0,0,0,0,0,1,1,0,0,0,2,1,3,1.0,0.3333
1,291,97,380,86.0,121,624.0,3.0,2.0,1.66,2.2,1.74,2.22,1.74,2.3,1.68,2.17,5,0.0,0.0,1,1,1,1,1,0,1,1,2,3,3,3,0.3333,0.0
1,21,115,12,120.0,3055,471.0,3.0,0.0,1.07,9.0,1.08,10.44,1.08,10.5,1.06,8.97,3,1.0,1.0,1,1,1,1,5,1,1,1,2,1,7,2,0.7143,0.5
1,44,41,4,45.0,5375,950.0,3.0,0.0,1.01,21.0,1.02,22.73,1.02,26.86,1.02,17.1,3,1.0,1.0,1,1,1,1,7,4,1,1,0,3,7,7,1.0,0.5714
1,8,63,470,48.0,78,935.0,3.0,0.0,1.8,2.0,1.75,2.2,1.83,2.2,1.78,2.02,3,0.0,0.0,1,1,1,1,1,2,0,0,3,2,4,4,0.25,0.5
1,91,18,40,156.0,1011,358.0,3.0,0.0,1.1,7.0,1.13,7.05,1.13,7.45,1.11,6.7,3,1.0,1.0,1,1,1,1,5,1,1,1,1,2,6,3,0.8333,0.3333
1,2,15,83,107.0,651,517.0,3.0,1.0,1.66,2.2,1.77,2.18,1.77,2.2,1.71,2.12,4,1.0,1.0,1,1,1,1,2,1,1,1,4,2,6,3,0.3333,0.3333
1,143,134,129,139.0,446,420.0,3.0,0.0,6.5,1.11,6.2,1.16,6.6,1.16,5.97,1.13,3,1.0,1.0,0,0,0,0,1,4,0,0,0,3,1,7,1.0,0.5714
1,234,129,8,230.0,3765,230.0,3.0,0.0,1.06,10.0,1.06,12.02,1.08,12.02,1.06,9.26,3,1.0,1.0,1,1,1,1,5,2,1,1,2,2,7,4,0.7143,0.5
1,246,79,33,51.0,1185,910.0,3.0,2.0,1.14,5.5,1.16,6.16,1.16,6.62,1.13,5.82,5,1.0,1.0,1,1,1,1,2,0,1,1,1,2,3,2,0.6667,0.0
1,212,22,90,146.0,595,401.0,3.0,2.0,2.62,1.5,2.73,1.52,2.75,1.57,2.57,1.5,5,1.0,1.0,0,0,0,0,2,1,1,1,0,1,2,2,1.0,0.5
1,122,173,23,287.0,1865,181.0,3.0,0.0,1.06,10.0,1.07,11.0,1.09,11.0,1.06,9.17,3,1.0,1.0,1,1,1,1,7,0,1,1,0,1,7,1,1.0,0.0
1,49,191,36,138.0,1115,425.0,3.0,0.0,1.5,2.62,1.51,2.76,1.57,2.78,1.51,2.58,3,1.0,1.0,1,1,1,1,2,1,1,1,4,3,6,4,0.3333,0.25
1,289,36,87,96.0,624,565.0,3.0,1.0,2.62,1.5,2.84,1.49,2.84,1.61,2.62,1.49,4,1.0,1.0,0,0,0,0,1,1,0,0,0,3,1,4,1.0,0.25
1,76,64,29,68.0,1350,769.0,3.0,2.0,1.3,3.5,1.4,3.25,1.42,3.5,1.35,3.2,5,1.0,1.0,1,1,1,1,5,1,1,1,2,5,7,6,0.7143,0.1667
1,101,83,25,127.0,1605,452.0,3.0,1.0,1.11,6.5,1.11,8.02,1.13,8.14,1.1,6.99,4,1.0,1.0,1,1,1,1,6,0,1,1,1,1,7,1,0.8571,0.0
1,244,56,82,72.0,662,731.0,3.0,0.0,1.72,2.1,1.72,2.25,1.73,2.28,1.68,2.19,3,0.0,0.0,1,1,1,1,4,1,1,1,2,1,6,2,0.6667,0.5
1,131,111,80,75.0,669,685.0,3.0,0.0,2.0,1.8,1.99,1.92,2.0,1.92,1.95,1.84,3,0.0,0.0,0,0,0,0,1,0,1,1,3,1,4,1,0.25,0.0
1,196,229,19,43.0,2155,990.0,3.0,0.0,1.53,2.5,1.56,2.62,1.56,2.75,1.51,2.53,3,1.0,1.0,1,1,1,1,2,2,0,1,0,4,2,6,1.0,0.3333
1,260,235,50,285.0,925,183.0,3.0,2.0,1.22,4.33,1.27,4.22,1.28,4.7,1.24,4.09,5,1.0,1.0,1,1,1,1,3,0,1,1,1,1,4,1,0.75,0.0
1,259,45,30,115.0,1325,489.0,3.0,0.0,1.25,4.0,1.34,3.56,1.34,4.0,1.29,3.62,3,1.0,1.0,1,1,1,1,1,5,0,0,0,1,1,6,1.0,0.8333
1,238,187,89,64.0,611,801.0,3.0,0.0,2.1,1.72,2.27,1.71,2.32,1.72,2.22,1.65,3,0.0,0.0,0,0,0,0,1,1,0,0,0,1,1,2,1.0,0.5
1,17,225,67,28.0,781,1495.0,3.0,1.0,2.1,1.72,2.02,1.88,2.18,1.88,2.04,1.77,4,0.0,0.0,0,0,0,0,1,1,0,0,1,4,2,5,0.5,0.2
1,104,263,3,152.0,5695,376.0,3.0,0.0,1.07,9.0,1.05,13.9,1.08,13.9,1.04,10.68,3,1.0,1.0,1,1,1,1,4,0,1,1,2,3,6,3,0.6667,0.0
1,231,216,56,71.0,845,741.0,3.0,0.0,1.12,6.0,1.15,6.35,1.15,6.5,1.13,5.91,3,1.0,1.0,1,1,1,1,3,2,1,1,2,2,5,4,0.6,0.5
1,183,52,69,62.0,755,825.0,3.0,1.0,1.44,2.75,1.45,3.0,1.48,3.1,1.43,2.83,4,0.0,0.0,1,1,1,1,2,1,1,1,0,2,2,3,1.0,0.3333
1,98,118,37,10.0,1085,3150.0,3.0,1.0,5.0,1.16,5.23,1.2,5.38,1.2,4.92,1.17,4,0.0,0.0,0,0,0,0,4,6,0,0,1,1,5,7,0.8,0.8571
1,109,77,53,207.0,896,262.0,3.0,1.0,1.28,3.75,1.29,4.05,1.29,5.0,1.22,4.27,4,1.0,1.0,1,1,1,1,6,0,1,1,0,3,6,3,1.0,0.0
1,113,232,9,,3650,,3.0,1.0,1.02,17.0,1.03,17.65,1.03,18.5,1.02,14.08,4,,,1,1,1,1,6,0,1,1,0,2,6,2,1.0,0.0
1,106,257,74,88.0,705,613.0,3.0,0.0,1.14,5.5,1.17,6.02,1.17,6.02,1.14,5.5,3,1.0,1.0,1,1,1,1,3,3,0,1,3,3,6,6,0.5,0.5
1,199,275,1,73.0,10370,705.0,3.0,1.0,1.16,5.0,1.18,5.55,1.18,5.8,1.16,5.09,4,1.0,1.0,1,1,1,1,2,1,1,1,1,2,3,3,0.6667,0.3333
1,250,253,34,188.0,1153,290.0,3.0,0.0,1.3,3.5,1.32,3.74,1.32,3.74,1.3,3.5,3,1.0,1.0,1,1,1,1,1,2,0,0,2,5,3,7,0.3333,0.2857
1,251,157,16,76.0,2365,685.0,3.0,0.0,1.08,8.0,1.1,8.67,1.1,8.67,1.08,7.69,3,1.0,1.0,1,1,1,1,4,1,1,1,1,1,5,2,0.8,0.5
1,254,58,95,330.0,570,145.0,3.0,2.0,1.08,8.0,1.13,7.05,1.13,8.0,1.11,6.69,5,1.0,1.0,1,1,1,1,3,0,1,1,1,2,4,2,0.75,0.0
1,227,255,49,108.0,933,512.0,3.0,0.0,1.3,3.5,1.34,3.56,1.38,3.56,1.33,3.32,3,1.0,1.0,1,1,1,1,4,0,1,1,0,1,4,1,1.0,0.0
1,184,286,22,92.0,2020,592.0,3.0,1.0,1.25,4.0,1.2,5.24,1.27,5.24,1.22,4.28,4,1.0,1.0,1,1,1,1,6,2,1,1,0,5,6,7,1.0,0.2857
1,194,228,14,47.0,2885,943.0,3.0,1.0,1.2,4.5,1.24,4.65,1.24,5.0,1.2,4.54,4,1.0,1.0,1,1,1,1,2,4,0,0,1,2,3,6,0.6667,0.6667
1,145,11,91,11.0,593,3120.0,3.0,1.0,15.0,1.03,22.73,1.02,26.86,1.03,16.04,1.02,4,0.0,0.0,0,0,0,0,1,2,0,0,0,3,1,5,1.0,0.4
2,21,169,12,123.0,3055,458.0,3.0,1.0,1.04,13.0,1.04,15.92,1.05,15.92,1.04,12.12,4,1.0,1.0,1,1,1,1,5,0,1,1,0,2,5,2,1.0,0.0
2,210,91,26,40.0,1565,1011.0,3.0,1.0,2.62,1.5,2.61,1.56,2.63,1.59,2.53,1.52,4,1.0,1.0,0,0,0,0,3,3,0,0,1,2,4,5,0.75,0.6
2,144,8,7,470.0,4145,78.0,3.0,0.0,1.05,11.0,1.05,13.9,1.06,14.35,1.04,11.14,3,1.0,1.0,1,1,1,1,5,0,1,1,0,1,5,1,1.0,0.0
2,247,38,41,187.0,1005,293.0,3.0,0.0,1.12,6.0,1.17,6.02,1.2,6.06,1.15,5.45,3,1.0,1.0,1,1,1,1,5,0,1,1,1,1,6,1,0.8333,0.0
2,136,181,65,24.0,793,1820.0,3.0,0.0,1.66,2.2,1.77,2.18,1.77,2.25,1.71,2.13,3,0.0,0.0,1,1,1,1,1,1,0,1,1,2,2,3,0.5,0.3333
2,27,108,13,274.0,2900,192.0,3.0,0.0,1.16,5.0,1.15,6.35,1.2,6.35,1.16,5.25,3,1.0,1.0,1,1,1,1,5,0,1,1,0,1,5,1,1.0,0.0
2,168,205,63,35.0,811,1135.0,3.0,0.0,1.72,2.1,1.88,2.02,1.94,2.13,1.78,2.03,3,0.0,0.0,1,1,1,1,1,1,0,1,2,1,3,2,0.3333,0.5
2,103,30,153,162.0,372,348.0,3.0,0.0,1.57,2.37,1.71,2.28,1.71,2.45,1.61,2.31,3,1.0,1.0,1,1,1,1,1,0,1,1,2,3,3,3,0.3333,0.0
2,164,270,2,59.0,7445,830.0,3.0,0.0,1.01,21.0,1.02,24.52,1.03,24.52,1.02,16.77,3,1.0,1.0,1,1,1,1,7,0,1,1,0,3,7,3,1.0,0.0
2,44,287,4,46.0,5375,948.0,3.0,0.0,1.01,21.0,1.02,24.52,1.02,28.75,1.01,18.55,3,1.0,1.0,1,1,1,1,7,0,1,1,0,1,7,1,1.0,0.0
2,57,291,6,380.0,4450,121.0,3.0,1.0,1.05,11.0,1.05,13.44,1.07,15.0,1.04,11.12,4,1.0,1.0,1,1,1,1,2,0,1,1,0,1,2,1,1.0,0.0
2,220,223,20,266.0,2065,198.0,3.0,0.0,1.03,15.0,1.07,11.0,1.07,15.0,1.04,11.19,3,1.0,1.0,1,1,1,1,3,0,1,1,2,2,5,2,0.6,0.0
2,62,65,21,102.0,2045,544.0,3.0,1.0,1.1,7.0,1.1,8.83,1.12,8.83,1.09,7.27,4,1.0,1.0,1,1,1,1,5,0,1,1,1,2,6,2,0.8333,0.0
2,242,179,17,61.0,2320,827.0,3.0,0.0,1.3,3.5,1.33,3.64,1.35,3.64,1.31,3.44,3,1.0,1.0,1,1,1,1,2,0,1,1,2,1,4,1,0.5,0.0
2,88,37,18,85.0,2155,630.0,3.0,1.0,1.12,6.0,1.14,6.7,1.16,6.7,1.13,5.96,4,1.0,1.0,1,1,1,1,5,0,1,1,1,2,6,2,0.8333,0.0
2,160,14,57,52.0,840,898.0,3.0,1.0,2.2,1.66,2.37,1.66,2.37,1.8,2.21,1.66,4,0.0,0.0,0,0,0,0,1,3,0,0,2,2,3,5,0.3333,0.6
2,234,143,8,129.0,3765,446.0,3.0,0.0,1.02,19.0,1.04,16.99,1.04,21.0,1.02,14.39,3,1.0,1.0,1,1,1,1,3,0,1,1,2,1,5,1,0.6,0.0
2,49,246,36,33.0,1115,1185.0,3.0,2.0,2.5,1.53,2.52,1.6,2.63,1.62,2.43,1.56,5,0.0,0.0,0,0,0,0,2,1,1,1,0,1,2,2,1.0,0.5
2,184,250,22,34.0,2020,1153.0,3.0,0.0,1.4,3.0,1.39,3.27,1.4,3.27,1.37,3.08,3,1.0,1.0,1,1,1,1,5,0,1,1,1,1,6,1,0.8333,0.0
2,109,194,53,14.0,896,2885.0,3.0,0.0,4.0,1.25,4.31,1.26,4.31,1.28,4.04,1.24,3,0.0,0.0,0,0,0,0,5,1,1,1,1,1,6,2,0.8333,0.5
2,113,106,9,74.0,3650,705.0,3.0,0.0,1.28,3.75,1.28,4.12,1.29,4.33,1.26,3.87,3,1.0,1.0,1,1,1,1,5,1,1,1,1,2,6,3,0.8333,0.3333
2,259,183,30,69.0,1325,755.0,1.0,1.0,1.2,4.5,1.2,5.23,1.21,5.25,1.19,4.76,2,1.0,1.0,1,1,1,1,1,1,0,1,0,1,1,2,1.0,0.5
2,104,238,3,89.0,5695,611.0,3.0,0.0,1.14,5.5,1.18,5.66,1.2,5.66,1.15,5.3,3,1.0,1.0,1,1,1,1,4,0,1,1,0,1,4,1,1.0,0.0
2,17,131,67,80.0,781,669.0,3.0,0.0,1.3,3.5,1.3,3.88,1.36,4.0,1.3,3.54,3,1.0,1.0,1,1,1,1,1,0,1,1,0,1,1,1,1.0,0.0
2,199,260,1,50.0,10370,925.0,3.0,1.0,1.07,9.0,1.08,10.16,1.09,10.16,1.07,8.5,4,1.0,1.0,1,1,1,1,2,1,1,1,0,2,2,3,1.0,0.3333
2,76,2,29,83.0,1350,651.0,3.0,0.0,1.4,3.0,1.41,3.16,1.43,3.16,1.39,2.98,3,1.0,1.0,1,1,1,1,4,0,1,1,1,2,5,2,0.8,0.0
2,231,196,56,19.0,845,2155.0,3.0,1.0,3.25,1.36,3.33,1.38,3.35,1.38,3.19,1.35,4,0.0,0.0,0,0,0,0,3,1,1,1,0,1,3,2,1.0,0.5
2,227,145,49,91.0,933,593.0,3.0,0.0,1.28,3.75,1.32,3.78,1.32,4.0,1.28,3.69,3,1.0,1.0,1,1,1,1,2,0,1,1,2,1,4,1,0.5,0.0
2,251,254,16,95.0,2365,570.0,3.0,0.0,1.1,7.0,1.11,8.17,1.11,8.17,1.1,7.01,3,1.0,1.0,1,1,1,1,3,1,1,1,1,2,4,3,0.75,0.3333
2,122,289,23,87.0,1865,624.0,3.0,0.0,1.07,9.0,1.1,8.67,1.11,10.25,1.07,8.53,3,1.0,1.0,1,1,1,1,3,0,1,1,4,1,7,1,0.4286,0.0
2,98,244,37,82.0,1085,662.0,3.0,2.0,1.3,3.5,1.3,3.9,1.32,3.9,1.29,3.55,5,1.0,1.0,1,1,1,1,3,1,1,1,1,3,4,4,0.75,0.25
2,101,212,25,90.0,1605,595.0,3.0,0.0,1.1,7.0,1.11,8.04,1.11,8.5,1.09,7.27,3,1.0,1.0,1,1,1,1,3,0,1,1,3,2,6,2,0.5,0.0
3,136,21,65,12.0,793,3055.0,0.0,0.0,7.0,1.1,8.16,1.11,8.16,1.13,6.8,1.1,0,0.0,0.0,0,0,0,0,1,2,0,0,0,3,1,5,1.0,0.4
3,62,27,21,13.0,2045,2900.0,3.0,0.0,2.3,1.61,2.36,1.68,2.4,1.71,2.26,1.64,3,0.0,0.0,0,0,0,0,3,1,1,1,2,4,5,5,0.6,0.2
3,88,160,18,57.0,2155,840.0,3.0,0.0,1.4,3.0,1.41,3.2,1.43,3.25,1.38,3.06,3,1.0,1.0,1,1,1,1,2,0,1,1,3,1,5,1,0.4,0.0
3,57,103,6,153.0,4450,372.0,1.0,0.0,1.08,8.0,1.1,9.05,1.12,9.5,1.08,7.82,1,1.0,1.0,1,1,1,1,2,0,1,1,0,1,2,1,1.0,0.0
3,44,168,4,63.0,5375,811.0,3.0,0.0,1.01,26.0,1.02,27.78,1.02,33.5,1.01,19.6,3,1.0,1.0,1,1,1,1,6,0,1,1,1,1,7,1,0.8571,0.0
3,144,210,7,26.0,4145,1565.0,3.0,0.0,1.1,7.0,1.1,8.73,1.12,8.73,1.09,7.21,3,1.0,1.0,1,1,1,1,5,0,1,1,0,3,5,3,1.0,0.0
3,164,247,2,41.0,7445,1005.0,3.0,2.0,1.05,11.0,1.07,11.6,1.07,11.88,1.05,9.72,5,1.0,1.0,1,1,1,1,7,4,1,1,0,1,7,5,1.0,0.8
3,220,242,20,17.0,2065,2320.0,3.0,2.0,2.0,1.8,2.07,1.86,2.09,2.1,1.98,1.83,5,0.0,0.0,0,0,1,0,2,0,1,1,1,2,3,2,0.6667,0.0
3,234,49,8,36.0,3765,1115.0,3.0,0.0,1.16,5.0,1.2,5.45,1.21,5.45,1.18,4.76,3,1.0,1.0,1,1,1,1,3,0,1,1,0,2,3,2,1.0,0.0
3,231,227,56,49.0,845,933.0,3.0,2.0,1.57,2.37,1.72,2.27,1.72,2.42,1.61,2.31,5,0.0,0.0,1,1,1,1,2,0,1,1,1,2,3,2,0.6667,0.0
3,199,259,1,30.0,10370,1325.0,3.0,0.0,1.33,3.4,1.36,3.5,1.36,3.5,1.34,3.23,3,1.0,1.0,1,1,1,1,2,0,1,1,0,1,2,1,1.0,0.0
3,98,122,37,23.0,1085,1865.0,3.0,0.0,2.62,1.5,2.57,1.58,2.9,1.58,2.62,1.49,3,0.0,0.0,0,0,0,0,2,0,1,1,1,3,3,3,0.6667,0.0
3,104,76,3,29.0,5695,1350.0,3.0,0.0,1.25,4.0,1.28,4.15,1.3,4.33,1.26,3.83,3,1.0,1.0,1,1,1,1,3,2,1,1,1,2,4,4,0.75,0.5
3,113,17,9,67.0,3650,781.0,3.0,2.0,1.3,3.5,1.33,3.71,1.36,3.71,1.31,3.42,5,1.0,1.0,1,1,1,1,5,0,1,1,0,1,5,1,1.0,0.0
3,109,184,53,22.0,896,2020.0,3.0,1.0,2.2,1.66,2.14,1.81,2.25,1.81,2.13,1.71,4,0.0,0.0,0,0,0,0,5,2,1,1,0,3,5,5,1.0,0.4
3,251,101,16,25.0,2365,1605.0,1.0,1.0,1.61,2.3,1.71,2.3,1.75,2.3,1.66,2.21,2,1.0,1.0,1,1,1,1,2,1,1,1,1,2,3,3,0.6667,0.3333
4,62,57,21,6.0,2045,4450.0,3.0,2.0,2.5,1.53,2.74,1.53,2.74,1.63,2.46,1.55,5,0.0,0.0,0,0,0,0,2,0,1,1,1,2,3,2,0.6667,0.0
4,44,88,4,18.0,5375,2155.0,3.0,0.0,1.02,19.0,1.03,21.1,1.04,21.1,1.02,15.35,3,1.0,1.0,1,1,1,1,6,0,1,1,0,2,6,2,1.0,0.0
4,144,136,7,65.0,4145,793.0,3.0,0.0,1.04,13.0,1.05,14.88,1.1,15.08,1.04,11.54,3,1.0,1.0,1,1,1,1,5,0,1,1,0,1,5,1,1.0,0.0
4,164,220,2,20.0,7445,2065.0,3.0,0.0,1.1,7.0,1.13,7.47,1.15,8.75,1.1,6.92,3,1.0,1.0,1,1,1,1,7,1,1,1,0,1,7,2,1.0,0.5
4,199,109,1,53.0,10370,896.0,3.0,0.0,1.12,6.0,1.14,6.92,1.2,7.01,1.13,6.06,3,1.0,1.0,1,1,1,1,2,1,1,1,0,4,2,5,1.0,0.2
4,113,98,9,37.0,3650,1085.0,3.0,1.0,1.61,2.25,1.69,2.33,1.71,2.41,1.64,2.28,4,1.0,1.0,1,1,1,1,2,0,1,1,3,2,5,2,0.4,0.0
4,104,251,3,16.0,5695,2365.0,3.0,0.0,1.3,3.5,1.4,3.28,1.4,3.7,1.32,3.41,3,1.0,1.0,1,1,1,1,3,0,1,1,0,2,3,2,1.0,0.0
4,234,231,8,56.0,3765,845.0,1.0,0.0,1.25,4.0,1.27,4.31,1.3,4.35,1.25,3.98,1,1.0,1.0,1,1,1,1,3,0,1,1,0,2,3,2,1.0,0.0
5,144,164,7,2.0,4145,7445.0,3.0,0.0,2.75,1.44,3.0,1.46,3.05,1.46,2.85,1.43,3,0.0,0.0,0,0,0,0,4,4,0,0,1,3,5,7,0.8,0.5714
5,44,62,4,21.0,5375,2045.0,1.0,0.0,1.02,19.0,1.03,21.1,1.04,26.0,1.02,16.0,1,1.0,1.0,1,1,1,1,6,0,1,1,0,2,6,2,1.0,0.0
5,199,113,1,9.0,10370,3650.0,3.0,1.0,1.25,4.0,1.25,4.55,1.3,4.55,1.24,4.1,4,1.0,1.0,1,1,1,1,2,0,1,1,0,2,2,2,1.0,0.0
5,104,234,3,8.0,5695,3765.0,3.0,0.0,1.4,3.0,1.43,3.14,1.47,3.15,1.41,2.94,3,1.0,1.0,1,1,1,1,2,1,1,1,1,2,3,3,0.6667,0.3333
6,104,199,3,1.0,5695,10370.0,3.0,2.0,1.66,2.2,1.75,2.25,1.75,2.3,1.69,2.19,5,0.0,0.0,1,1,1,1,1,1,0,1,1,1,2,2,0.5,0.5
6,44,144,4,7.0,5375,4145.0,3.0,0.0,1.2,4.5,1.25,4.61,1.3,4.87,1.22,4.41,3,1.0,1.0,1,1,1,1,5,2,1,1,1,2,6,4,0.8333,0.5
7,44,104,4,3.0,5375,5695.0,3.0,0.0,1.2,5.0,1.21,5.3,1.25,5.3,1.2,4.79,3,0.0,0.0,1,1,1,1,5,0,1,1,0,1,5,1,1.0,0.0
