"",Date,Round,Winner,Loser,WRank,LRank,WPts,LPts,Wsets,Lsets,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,SetsTotales,LabelWinnerRank,LabelWinnerPoints,LabelWinnerOddsB65,LabelWinnerOddsPS,LabelWinnerOddsMAX,LabelWinnerOddsAvg,WinnerRoundsWon,LoserRoundsWon,LabelWinnerRounds,LabelWinnerRoundsAndOddsAvg
94,26/05/2016,2nd Round,Puig M.,Goerges J.,53,57.0,1100,1055.0,2.0,1.0,2.0,1.72,2.0,1.7,2.1,1.73,2.03,1.88,1.13,5.73,2.1,1.91,2.02,1.78,3,1.0,1.0,0,0,0,0,2,1,1,1
95,26/05/2016,2nd Round,Mladenovic K.,Babos T.,30,45.0,1550,1200.0,2.0,0.0,2.1,1.66,2.0,1.7,2.0,1.8,2.13,1.8,1.12,6.11,2.2,1.81,2.06,1.74,2,1.0,1.0,0,0,0,0,2,0,1,1
96,27/05/2016,3rd Round,Begu I.,Beck A.,28,39.0,1655,1335.0,2.0,1.0,1.44,2.75,1.4,2.75,1.44,2.62,1.47,2.95,1.48,2.62,1.48,3.0,1.43,2.76,3,1.0,1.0,1,1,1,1,2,0,1,1
97,27/05/2016,3rd Round,Halep S.,Osaka N.,6,101.0,4301,659.0,2.0,1.0,1.11,6.5,1.14,4.75,1.12,6.0,1.13,7.36,7.25,1.09,1.14,7.58,1.12,6.32,3,1.0,1.0,1,1,1,1,5,0,1,1
98,27/05/2016,3rd Round,Muguruza G.,Wickmayer Y.,4,54.0,5196,1095.0,2.0,0.0,1.12,6.0,1.14,4.75,1.14,5.5,1.15,6.63,1.2,4.47,1.17,6.75,1.13,5.78,2,1.0,1.0,1,1,1,1,4,0,1,1
99,27/05/2016,3rd Round,Stosur S.,Safarova L.,24,13.0,2050,2843.0,2.0,1.0,2.75,1.44,2.55,1.45,2.75,1.44,2.82,1.5,1.32,3.33,2.9,1.51,2.73,1.44,3,0.0,0.0,0,0,0,0,2,0,1,1
100,27/05/2016,3rd Round,Rogers S.,Kvitova P.,108,12.0,611,2878.0,2.0,1.0,4.0,1.25,3.7,1.22,3.4,1.3,4.15,1.28,1.04,11.6,4.15,1.3,3.84,1.26,3,0.0,0.0,0,0,0,0,1,1,0,0
101,27/05/2016,3rd Round,Radwanska A.,Strycova B.,2,33.0,5850,1520.0,2.0,1.0,1.3,3.5,1.33,2.9,1.36,3.25,1.37,3.47,1.22,4.17,1.4,3.58,1.33,3.28,3,1.0,1.0,1,1,1,1,1,1,0,1
102,27/05/2016,3rd Round,Kuznetsova S.,Pavlyuchenkova A.,15,27.0,2585,1840.0,2.0,0.0,1.33,3.4,1.33,2.9,1.36,3.25,1.39,3.2,3.66,1.28,1.39,3.79,1.32,3.32,2,1.0,1.0,1,1,1,1,2,1,1,1
103,27/05/2016,3rd Round,Pironkova T.,Stephens S.,102,22.0,644,2260.0,2.0,0.0,4.0,1.25,3.5,1.25,3.75,1.29,4.35,1.27,1.22,4.13,4.35,1.3,3.97,1.24,2,0.0,0.0,0,0,0,0,1,4,0,0
104,28/05/2016,3rd Round,Bacsinszky T.,Parmentier P.,9,88.0,3150,757.0,2.0,0.0,1.2,4.5,1.22,3.8,1.22,4.33,1.21,5.1,1.82,1.97,1.25,5.1,1.2,4.48,2,1.0,1.0,1,1,1,1,2,0,1,1
105,28/05/2016,3rd Round,Putintseva Y.,Knapp K.,60,118.0,1025,565.0,2.0,0.0,1.57,2.37,1.5,2.4,1.53,2.5,1.58,2.57,1.72,2.1,1.62,2.57,1.55,2.42,2,1.0,1.0,1,1,1,1,2,0,1,1
106,28/05/2016,3rd Round,Suarez Navarro C.,Cibulkova D.,14,25.0,2585,1951.0,2.0,1.0,1.66,2.2,1.58,2.25,1.57,2.38,1.78,2.19,1.09,7.61,1.78,2.4,1.67,2.19,3,1.0,1.0,1,1,1,1,2,0,1,1
107,28/05/2016,3rd Round,Svitolina E.,Ivanovic A.,20,16.0,2416,2560.0,2.0,0.0,2.37,1.57,2.15,1.62,2.25,1.62,2.53,1.6,3.5,1.3,2.57,1.67,2.3,1.61,2,0.0,0.0,0,0,0,0,3,0,1,1
108,28/05/2016,3rd Round,Williams S.,Mladenovic K.,1,30.0,9030,1550.0,2.0,0.0,1.03,15.0,1.03,9.0,1.02,15.0,1.04,17.22,1.22,4.19,1.05,17.25,1.03,13.11,2,1.0,1.0,1,1,1,1,3,1,1,1
109,28/05/2016,3rd Round,Williams V.,Cornet A.,11,50.0,2886,1145.0,2.0,1.0,1.28,3.75,1.3,3.2,1.29,3.75,1.32,3.84,1.06,9.01,1.32,4.05,1.28,3.69,3,1.0,1.0,1,1,1,1,2,1,1,1
110,28/05/2016,3rd Round,Bertens K.,Kasatkina D.,58,32.0,1051,1538.0,2.0,1.0,1.53,2.5,1.55,2.3,1.53,2.5,1.6,2.53,1.62,2.28,1.61,2.55,1.54,2.45,3,0.0,0.0,1,1,1,1,2,2,0,1
111,28/05/2016,3rd Round,Keys M.,Puig M.,17,53.0,2482,1100.0,2.0,0.0,1.4,3.0,1.35,2.9,1.4,3.0,1.42,3.16,1.24,4.02,1.42,3.25,1.37,3.04,2,1.0,1.0,1,1,1,1,4,0,1,1
112,29/05/2016,4th Round,Muguruza G.,Kuznetsova S.,4,15.0,5196,2585.0,2.0,0.0,1.5,2.62,1.48,2.4,1.53,2.5,1.56,2.65,1.82,1.97,1.61,2.65,1.52,2.51,2,1.0,1.0,1,1,1,1,2,0,1,1
113,29/05/2016,4th Round,Rogers S.,Begu I.,108,28.0,611,1655.0,2.0,0.0,3.0,1.4,2.8,1.38,2.62,1.44,3.36,1.38,1.25,3.97,3.36,1.5,2.92,1.4,2,0.0,0.0,0,0,0,0,1,0,1,1
114,31/05/2016,4th Round,Stosur S.,Halep S.,24,6.0,2050,4301.0,2.0,0.0,3.75,1.28,3.3,1.25,3.5,1.3,5.7,1.16,1.24,4.0,3.84,1.43,3.51,1.29,2,0.0,0.0,0,0,0,0,1,3,0,0
115,31/05/2016,4th Round,Pironkova T.,Radwanska A.,102,2.0,644,5850.0,2.0,1.0,4.5,1.2,4.3,1.16,4.5,1.2,4.8,1.23,1.16,5.08,5.0,1.23,4.55,1.19,3,0.0,0.0,0,0,0,0,1,0,1,1
116,01/06/2016,4th Round,Bertens K.,Keys M.,58,17.0,1051,2482.0,2.0,0.0,2.75,1.44,2.55,1.45,2.62,1.5,2.62,1.57,1.53,2.49,2.85,1.57,2.62,1.48,2,0.0,0.0,0,0,0,0,1,2,0,0
117,01/06/2016,4th Round,Putintseva Y.,Suarez Navarro C.,60,14.0,1025,2585.0,2.0,0.0,2.75,1.44,2.55,1.42,2.75,1.44,3.1,1.43,1.93,1.86,3.1,1.48,2.82,1.42,2,0.0,0.0,0,0,0,0,2,0,1,1
118,01/06/2016,4th Round,Williams S.,Svitolina E.,1,20.0,9030,2416.0,2.0,0.0,1.11,6.5,1.1,5.6,1.1,7.0,1.13,7.65,1.24,3.99,1.13,8.0,1.1,6.69,2,1.0,1.0,1,1,1,1,1,2,0,0
119,01/06/2016,4th Round,Bacsinszky T.,Williams V.,9,11.0,3150,2886.0,2.0,0.0,1.44,2.75,1.42,2.65,1.44,2.75,1.47,2.97,1.66,2.21,1.49,3.0,1.43,2.79,2,1.0,1.0,1,1,1,1,2,0,1,1
120,01/06/2016,Quarterfinals,Muguruza G.,Rogers S.,4,108.0,5196,611.0,2.0,0.0,1.14,5.5,1.16,4.3,1.17,5.0,1.17,6.04,1.22,4.27,1.18,6.17,1.15,5.34,2,1.0,1.0,1,1,1,1,2,0,1,1
121,01/06/2016,Quarterfinals,Stosur S.,Pironkova T.,24,102.0,2050,644.0,2.0,0.0,1.4,3.0,1.42,2.65,1.4,3.0,1.41,3.23,1.82,1.98,1.43,3.25,1.38,2.99,2,1.0,1.0,1,1,1,1,1,0,1,1
122,02/06/2016,Quarterfinals,Williams S.,Putintseva Y.,1,60.0,9030,1025.0,2.0,1.0,1.06,10.0,1.06,7.5,1.08,8.0,1.08,10.98,3.39,1.32,1.1,10.98,1.07,8.61,3,1.0,1.0,1,1,1,1,1,0,1,1
123,02/06/2016,Quarterfinals,Bertens K.,Bacsinszky T.,58,9.0,1051,3150.0,2.0,0.0,2.5,1.53,2.3,1.55,2.38,1.57,2.56,1.59,1.43,2.81,2.68,1.59,2.48,1.53,2,0.0,0.0,0,0,0,0,1,1,0,0
124,03/06/2016,Semifinals,Muguruza G.,Stosur S.,4,24.0,5196,2050.0,2.0,0.0,1.3,3.5,1.28,3.2,1.36,3.25,1.36,3.56,1.33,3.35,1.36,3.8,1.32,3.41,2,1.0,1.0,1,1,1,1,1,0,1,1
125,03/06/2016,Semifinals,Williams S.,Bertens K.,1,58.0,9030,1051.0,2.0,0.0,1.11,6.5,1.13,4.9,1.11,6.5,1.13,7.94,1.24,4.12,1.15,7.94,1.12,6.34,2,1.0,1.0,1,1,1,1,1,0,1,1
126,04/06/2016,The Final,Muguruza G.,Williams S.,4,1.0,5196,9030.0,2.0,0.0,2.37,1.57,2.2,1.62,2.2,1.67,2.43,1.66,1.68,2.2,2.5,1.67,2.35,1.6,2,0.0,0.0,0,0,0,0,1,0,1,1
127,28/05/2017,1st Round,Puig M.,Vinci R.,41,33.0,1225,1490.0,2.0,1.0,1.72,2.1,1.65,2.1,1.73,2.1,1.72,2.25,1.16,5.03,1.75,2.25,1.71,2.13,3,0.0,0.0,1,1,1,1,3,0,1,1
128,28/05/2017,1st Round,Bacsinszky T.,Sorribes Tormo S.,31,84.0,1523,735.0,2.0,0.0,1.12,6.0,1.1,5.9,1.13,6.0,1.13,7.18,1.1,6.48,1.15,7.18,1.12,6.3,2,1.0,1.0,1,1,1,1,2,1,1,1
129,28/05/2017,1st Round,Kvitova P.,Boserup J.,16,85.0,2780,708.0,2.0,0.0,1.33,3.4,1.3,3.2,1.61,2.28,1.33,3.66,2.12,1.7,1.36,3.66,1.31,3.38,2,1.0,1.0,1,1,1,1,6,0,1,1
130,28/05/2017,1st Round,Brengle M.,Goerges J.,82,51.0,758,1130.0,2.0,1.0,2.75,1.44,2.65,1.42,2.5,1.53,2.75,1.51,1.02,14.19,2.81,1.53,2.7,1.46,3,0.0,0.0,0,0,0,0,3,3,0,0
131,28/05/2017,1st Round,Ostapenko J.,Chirico L.,47,128.0,1165,424.0,2.0,1.0,1.11,6.5,1.1,5.9,1.1,7.0,1.14,6.73,1.6,2.31,1.14,7.0,1.12,6.32,3,1.0,1.0,1,1,1,1,3,1,1,1
132,28/05/2017,1st Round,Makarova E.,Kerber A.,40,1.0,1265,7035.0,2.0,0.0,2.62,1.5,2.5,1.47,2.5,1.53,2.82,1.49,1.77,2.02,2.82,1.53,2.59,1.5,2,0.0,0.0,0,0,0,0,3,2,1,1
133,28/05/2017,1st Round,Rogers S.,Erakovic M.,49,144.0,1148,389.0,2.0,0.0,1.2,4.5,1.19,4.2,1.2,4.5,1.22,4.85,1.12,6.15,1.23,4.85,1.21,4.46,2,1.0,1.0,1,1,1,1,4,0,1,1
134,28/05/2017,1st Round,Kuznetsova S.,Mchale C.,9,61.0,4310,1055.0,2.0,0.0,1.14,5.5,1.15,4.75,1.11,6.5,1.2,5.27,1.29,3.53,1.2,7.0,1.15,5.53,2,1.0,1.0,1,1,1,1,2,1,1,1
135,28/05/2017,1st Round,Nara K.,Anisimova A.,90,267.0,672,183.0,2.0,1.0,2.37,1.57,2.3,1.55,2.1,1.73,2.48,1.61,5.96,1.12,2.48,1.74,2.27,1.63,3,1.0,1.0,0,0,0,0,3,3,0,0
136,28/05/2017,1st Round,Tsurenko L.,Kozlova K.,42,140.0,1223,401.0,2.0,0.0,1.61,2.3,1.57,2.25,1.62,2.25,1.6,2.51,1.2,4.4,1.65,2.51,1.61,2.31,2,1.0,1.0,1,1,1,1,3,2,1,1
137,28/05/2017,1st Round,Buyukakcay C.,Lucic-Baroni M.,155,25.0,353,1746.0,2.0,0.0,7.0,1.1,5.9,1.1,6.5,1.11,7.24,1.13,1.71,2.11,7.5,1.13,6.77,1.1,2,0.0,0.0,0,0,0,0,2,1,1,1
138,28/05/2017,1st Round,Williams V.,Wang Q.,11,52.0,3941,1120.0,2.0,0.0,1.36,3.25,1.32,3.1,1.4,3.0,1.35,3.51,1.15,5.25,1.4,3.51,1.35,3.2,2,1.0,1.0,1,1,1,1,2,4,0,0
139,28/05/2017,1st Round,Mattek-Sands B.,Rodina E.,117,80.0,455,783.0,2.0,0.0,1.4,3.0,1.33,3.05,1.4,3.0,1.4,3.25,1.42,2.79,1.4,3.25,1.37,3.04,2,0.0,0.0,1,1,1,1,2,0,1,1
140,28/05/2017,1st Round,Sasnovich A.,Golubic V.,98,65.0,626,1003.0,2.0,1.0,1.9,1.9,1.8,1.9,1.91,1.91,1.85,2.07,1.26,3.78,1.94,2.07,1.86,1.94,3,0.0,0.0,0,1,1,1,5,1,1,1
141,28/05/2017,1st Round,Dodin O.,Giorgi C.,56,93.0,1092,647.0,2.0,0.0,2.3,1.61,2.2,1.6,2.2,1.67,2.31,1.69,1.59,2.32,2.35,1.69,2.25,1.63,2,1.0,1.0,0,0,0,0,1,4,0,0
142,28/05/2017,1st Round,Cibulkova D.,Arruabarrena L.,7,62.0,4480,1053.0,2.0,0.0,1.4,3.0,1.37,2.85,1.4,3.0,1.45,2.97,1.35,3.1,1.46,3.25,1.39,2.98,2,1.0,1.0,1,1,1,1,2,1,1,1
143,29/05/2017,1st Round,Putintseva Y.,Georges M.,29,204.0,1550,272.0,2.0,0.0,1.12,6.0,1.11,5.6,1.14,5.5,1.14,6.62,1.92,1.85,1.16,6.62,1.13,6.01,2,1.0,1.0,1,1,1,1,5,1,1,1
144,29/05/2017,1st Round,Jabeur O.,Bogdan A.,114,106.0,459,539.0,2.0,0.0,1.72,2.1,1.72,2.0,1.8,2.0,1.79,2.14,3.14,1.35,1.84,2.14,1.76,2.05,2,0.0,0.0,1,1,1,1,3,3,0,1
145,29/05/2017,1st Round,Hogenkamp R.,Jankovic J.,105,63.0,551,1025.0,2.0,0.0,2.0,1.8,1.95,1.75,2.0,1.8,2.0,1.91,2.94,1.39,2.05,1.91,1.96,1.83,2,0.0,0.0,0,0,0,0,1,0,1,1
146,29/05/2017,1st Round,Kontaveit A.,Niculescu M.,53,54.0,1110,1110.0,2.0,0.0,1.22,4.33,1.21,3.95,1.22,4.33,1.3,3.89,1.47,2.64,1.3,4.33,1.24,4.04,2,1.0,0.0,1,1,1,1,3,0,1,1
147,29/05/2017,1st Round,Muguruza G.,Schiavone F.,5,78.0,4636,790.0,2.0,0.0,1.3,3.5,1.25,3.6,1.33,3.4,1.29,4.01,1.08,7.94,1.33,4.01,1.28,3.65,2,1.0,1.0,1,1,1,1,5,0,1,1
148,29/05/2017,1st Round,Wozniacki C.,Fourlis J.,12,337.0,3915,126.0,2.0,1.0,1.02,17.0,1.02,10.0,1.03,12.0,1.06,12.98,1.42,2.78,1.06,17.0,1.03,12.58,3,1.0,1.0,1,1,1,1,2,0,1,1
149,29/05/2017,1st Round,Zhang S.,Vekic D.,34,75.0,1490,800.0,2.0,0.0,2.2,1.66,2.1,1.65,2.25,1.62,2.16,1.78,1.17,4.95,2.3,1.78,2.17,1.68,2,1.0,1.0,0,0,0,0,5,3,1,1
150,29/05/2017,1st Round,Larsson J.,Vikhlyantseva N.,59,74.0,1080,804.0,2.0,0.0,1.57,2.37,1.57,2.25,1.62,2.25,1.71,2.27,1.22,4.17,1.71,2.43,1.6,2.31,2,1.0,1.0,1,1,1,1,3,0,1,1
151,29/05/2017,1st Round,Bellis C.,Lemoine Q.,48,162.0,1157,334.0,2.0,1.0,1.2,4.5,1.2,4.1,1.2,4.5,1.24,4.61,1.21,4.34,1.24,4.61,1.21,4.41,3,1.0,1.0,1,1,1,1,1,0,1,1
152,29/05/2017,1st Round,Bertens K.,Tomljanovic A.,18,311.0,2395,144.0,2.0,1.0,1.07,9.0,1.06,7.25,1.1,7.0,1.08,9.87,2.4,1.56,1.1,10.1,1.07,8.61,3,1.0,1.0,1,1,1,1,5,2,1,1
153,29/05/2017,1st Round,Mertens E.,Gavrilova D.,60,24.0,1066,1755.0,2.0,1.0,3.25,1.36,3.05,1.33,3.0,1.4,3.29,1.39,3.19,1.34,3.29,1.4,3.08,1.37,3,0.0,0.0,0,0,0,0,6,2,1,1
154,29/05/2017,1st Round,Konjuh A.,Kovinic D.,30,107.0,1527,536.0,2.0,0.0,1.25,4.0,1.24,3.65,1.25,4.0,1.28,4.13,9.04,1.06,1.29,4.2,1.25,3.95,2,1.0,1.0,1,1,1,1,2,2,0,1
155,29/05/2017,1st Round,Abanda F.,Andrianjafitrimo T.,195,269.0,282,183.0,2.0,0.0,1.5,2.62,1.47,2.5,1.5,2.63,1.52,2.73,1.21,4.26,1.54,2.97,1.5,2.6,2,1.0,1.0,1,1,1,1,1,0,1,1
156,29/05/2017,1st Round,Alexandrova E.,Siniakova K.,86,38.0,707,1348.0,2.0,1.0,3.4,1.33,3.2,1.3,3.4,1.33,3.49,1.36,1.25,3.89,3.49,1.36,3.34,1.32,3,0.0,0.0,0,0,0,0,5,5,0,0
157,29/05/2017,1st Round,Mladenovic K.,Brady J.,14,88.0,2915,692.0,2.0,1.0,1.08,8.0,1.06,7.25,1.08,7.5,1.1,8.98,1.62,2.27,1.1,9.0,1.08,7.87,3,1.0,1.0,1,1,1,1,4,3,1,1
158,29/05/2017,1st Round,Stosur S.,Kucova K.,22,95.0,1945,640.0,2.0,0.0,1.1,7.0,1.09,6.25,1.11,6.5,1.11,7.84,1.28,3.62,1.12,8.0,1.1,7.07,2,1.0,1.0,1,1,1,1,4,1,1,1
159,29/05/2017,1st Round,Errani S.,Doi M.,91,58.0,672,1080.0,2.0,0.0,1.4,3.0,1.35,2.95,1.4,3.0,1.38,3.34,2.44,1.54,1.4,3.34,1.37,3.06,2,0.0,0.0,1,1,1,1,2,0,1,1
160,29/05/2017,1st Round,Pliskova Ka.,Zheng S.,3,67.0,6100,930.0,2.0,0.0,1.16,5.0,1.16,4.6,1.17,5.0,1.21,5.13,1.17,4.83,1.22,5.2,1.18,4.85,2,1.0,1.0,1,1,1,1,6,1,1,1
161,29/05/2017,1st Round,Pavlyuchenkova A.,Tig P.M.,17,120.0,2640,450.0,1.0,0.0,1.1,7.0,1.08,6.5,1.11,6.5,1.11,8.36,1.05,10.08,1.11,8.36,1.1,7.21,1,1.0,1.0,1,1,1,1,5,1,1,1
162,29/05/2017,1st Round,Linette M.,Lim A.,94,259.0,643,195.0,2.0,0.0,1.28,3.75,1.27,3.45,1.29,3.75,1.31,3.81,1.07,8.51,1.31,3.81,1.28,3.64,2,1.0,1.0,1,1,1,1,4,0,1,1
163,29/05/2017,1st Round,Duque-Marino M.,Begu I.,115,46.0,456,1172.0,2.0,0.0,2.2,1.66,2.15,1.62,2.1,1.73,2.34,1.68,1.35,3.16,2.34,1.73,2.22,1.65,2,0.0,0.0,0,0,0,0,3,5,0,0
164,29/05/2017,1st Round,Flipkens K.,Minella M.,87,70.0,705,849.0,2.0,0.0,1.44,2.75,1.42,2.65,1.44,2.75,1.48,2.87,1.38,3.02,1.48,2.87,1.44,2.76,2,0.0,0.0,1,1,1,1,2,1,1,1
165,29/05/2017,1st Round,Lepchenko V.,Petkovic A.,68,79.0,875,785.0,2.0,1.0,1.72,2.1,1.65,2.1,1.73,2.1,1.68,2.33,1.94,1.84,1.83,2.33,1.7,2.14,3,1.0,1.0,1,1,1,1,2,4,0,0
166,29/05/2017,1st Round,Parmentier P.,Khromacheva I.,81,103.0,782,581.0,2.0,0.0,1.3,3.5,1.28,3.35,1.29,3.75,1.32,3.73,1.32,3.3,1.35,3.75,1.3,3.52,2,1.0,1.0,1,1,1,1,3,0,1,1
167,29/05/2017,1st Round,Witthoeft C.,Davis L.,73,26.0,807,1611.0,2.0,1.0,2.1,1.72,2.0,1.72,2.0,1.8,2.08,1.84,2.34,1.59,2.2,1.84,2.05,1.77,3,0.0,0.0,0,0,0,0,1,1,0,0
168,29/05/2017,1st Round,Vesnina E.,Haddad Maia B.,15,101.0,2816,598.0,2.0,1.0,2.2,1.66,2.2,1.6,2.1,1.73,2.23,1.74,1.76,2.03,2.34,1.74,2.22,1.65,3,1.0,1.0,0,0,0,0,3,1,1,1
169,29/05/2017,1st Round,Rybarikova M.,Vandeweghe C.,192,20.0,289,2082.0,2.0,0.0,4.0,1.25,3.65,1.24,3.5,1.3,4.1,1.28,1.22,4.17,4.15,1.3,3.85,1.26,2,0.0,0.0,0,0,0,0,2,2,0,0
170,29/05/2017,1st Round,Cepede Royg V.,Safarova L.,97,39.0,630,1306.0,2.0,0.0,3.4,1.33,3.2,1.3,3.25,1.36,3.67,1.33,2.43,1.55,3.67,1.36,3.42,1.32,2,0.0,0.0,0,0,0,0,2,2,0,0
171,30/05/2017,1st Round,Townsend T.,Kato M.,121,199.0,449,276.0,2.0,0.0,1.61,2.25,1.57,2.25,1.62,2.25,1.61,2.47,1.22,4.19,1.67,2.47,1.61,2.32,2,1.0,1.0,1,1,1,1,3,0,1,1
172,30/05/2017,1st Round,Pironkova T.,Barthel M.,77,50.0,792,1139.0,2.0,0.0,5.5,1.14,5.0,1.14,5.5,1.14,5.91,1.17,1.07,8.36,5.91,1.18,5.41,1.15,2,0.0,0.0,0,0,0,0,3,0,1,1
173,30/05/2017,1st Round,Cirstea S.,Peng S.,64,36.0,1012,1400.0,2.0,0.0,2.2,1.66,2.1,1.65,2.2,1.67,2.2,1.75,1.34,3.21,2.26,1.75,2.18,1.68,2,0.0,0.0,0,0,0,0,4,1,1,1
174,30/05/2017,1st Round,Cornet A.,Babos T.,43,35.0,1222,1410.0,2.0,1.0,1.66,2.2,1.62,2.15,1.67,2.2,1.69,2.31,1.75,2.06,1.69,2.32,1.64,2.25,3,0.0,0.0,1,1,1,1,5,1,1,1
175,30/05/2017,1st Round,Hsieh S.W.,Konta J.,109,8.0,512,4330.0,2.0,1.0,10.0,1.06,7.75,1.05,7.5,1.08,10.44,1.08,1.4,2.9,10.5,1.08,9.16,1.06,3,0.0,0.0,0,0,0,0,4,1,1,1
176,30/05/2017,1st Round,Svitolina E.,Shvedova Y.,6,45.0,4575,1172.0,2.0,0.0,1.08,8.0,1.07,7.0,1.1,7.0,1.11,8.37,1.19,4.6,1.11,8.5,1.09,7.52,2,1.0,1.0,1,1,1,1,6,0,1,1
177,30/05/2017,1st Round,Suarez Navarro C.,Sakkari M.,23,99.0,1800,601.0,2.0,0.0,1.12,6.0,1.11,5.6,1.13,6.0,1.14,6.81,1.73,2.08,1.15,6.81,1.13,5.89,2,1.0,1.0,1,1,1,1,4,5,0,0
178,30/05/2017,1st Round,Martic P.,Bondarenko K.,290,92.0,159,658.0,2.0,0.0,1.5,2.62,1.45,2.55,1.5,2.63,1.52,2.73,2.98,1.38,1.52,2.73,1.49,2.61,2,0.0,0.0,1,1,1,1,4,1,1,1
179,30/05/2017,1st Round,Keys M.,Barty A.,13,76.0,3163,797.0,2.0,0.0,1.8,2.0,1.72,2.0,1.91,1.91,1.74,2.22,1.26,3.76,1.91,2.22,1.78,2.02,2,1.0,1.0,1,1,1,1,6,3,1,1
180,30/05/2017,1st Round,Garcia C.,Hibino N.,27,83.0,1595,749.0,2.0,0.0,1.14,5.5,1.14,5.0,1.17,5.0,1.17,5.98,1.47,2.64,1.17,6.44,1.14,5.64,2,1.0,1.0,1,1,1,1,7,2,1,1
181,30/05/2017,1st Round,Van Uytvanck A.,Osaka N.,113,55.0,468,1105.0,2.0,0.0,2.0,1.8,1.9,1.8,2.1,1.73,1.95,1.95,1.31,3.44,2.15,1.95,2.0,1.8,2,0.0,0.0,0,0,0,0,4,4,0,0
182,30/05/2017,1st Round,Strycova B.,Riske A.,21,37.0,2050,1355.0,2.0,0.0,1.5,2.62,1.45,2.55,1.44,2.75,1.56,2.62,3.16,1.34,1.56,2.8,1.48,2.62,2,1.0,1.0,1,1,1,1,4,1,1,1
183,30/05/2017,1st Round,Vondrousova M.,Hesse A.,96,215.0,635,261.0,2.0,0.0,1.06,10.0,1.06,7.25,1.07,8.0,1.08,10.16,2.43,1.55,1.1,10.5,1.07,8.89,2,1.0,1.0,1,1,1,1,3,0,1,1
184,30/05/2017,1st Round,Maria T.,Duan Y.Y.,102,66.0,592,960.0,2.0,0.0,1.28,3.75,1.25,3.6,1.29,3.75,1.25,4.4,1.43,2.77,1.3,4.4,1.26,3.89,2,0.0,0.0,1,1,1,1,2,0,1,1
185,30/05/2017,1st Round,Bouchard E.,Ozaki R.,57,72.0,1086,826.0,2.0,1.0,1.28,3.75,1.27,3.45,1.3,3.5,1.29,3.98,1.13,5.71,1.35,3.98,1.28,3.66,3,1.0,1.0,1,1,1,1,3,0,1,1
186,30/05/2017,1st Round,Kasatkina D.,Wickmayer Y.,28,69.0,1580,857.0,2.0,0.0,1.36,3.25,1.35,2.95,1.4,3.0,1.4,3.21,3.21,1.33,1.46,3.25,1.39,3.0,2,1.0,1.0,1,1,1,1,7,1,1,1
187,30/05/2017,1st Round,Sevastova A.,Beck A.,19,71.0,2165,840.0,2.0,0.0,1.33,3.4,1.28,3.35,1.3,3.5,1.32,3.73,1.46,2.65,1.34,3.73,1.3,3.5,2,1.0,1.0,1,1,1,1,3,1,1,1
188,30/05/2017,1st Round,Halep S.,Cepelova J.,4,89.0,5790,685.0,2.0,0.0,1.14,5.5,1.14,5.0,1.17,5.0,1.14,6.68,1.02,14.58,1.19,6.68,1.15,5.55,2,1.0,1.0,1,1,1,1,6,0,1,1
189,30/05/2017,1st Round,Paquet C.,Pliskova Kr.,260,44.0,195,1181.0,2.0,1.0,6.5,1.11,5.6,1.11,5.5,1.14,6.98,1.13,2.54,1.5,6.98,1.16,6.25,1.12,3,0.0,0.0,0,0,0,0,1,1,0,0
190,30/05/2017,1st Round,Radwanska A.,Ferro F.,10,208.0,4095,265.0,2.0,0.0,1.08,8.0,1.09,6.25,1.13,6.0,1.09,9.11,1.34,3.18,1.13,9.11,1.09,7.41,2,1.0,1.0,1,1,1,1,2,3,0,0
191,31/05/2017,2nd Round,Tsurenko L.,Makarova E.,42,40.0,1223,1265.0,2.0,0.0,2.75,1.44,2.65,1.42,2.75,1.44,2.81,1.5,1.31,3.4,2.9,1.5,2.73,1.45,2,0.0,0.0,0,0,0,0,3,0,1,1
192,31/05/2017,2nd Round,Mattek-Sands B.,Kvitova P.,117,16.0,455,2780.0,2.0,0.0,3.0,1.4,3.05,1.33,1.07,8.26,3.44,1.36,1.02,14.99,3.44,1.44,3.07,1.37,2,0.0,0.0,0,0,0,0,1,3,0,0
193,31/05/2017,2nd Round,Ostapenko J.,Puig M.,47,41.0,1165,1225.0,2.0,0.0,1.57,2.37,1.57,2.25,1.62,2.25,1.65,2.4,2.18,1.67,1.65,2.4,1.6,2.33,2,0.0,0.0,1,1,1,1,2,2,0,1
194,31/05/2017,2nd Round,Stosur S.,Flipkens K.,22,87.0,1945,705.0,2.0,0.0,1.16,5.0,1.15,4.75,1.17,5.0,1.19,5.52,1.06,8.91,1.19,5.59,1.16,5.14,2,1.0,1.0,1,1,1,1,3,0,1,1
195,31/05/2017,2nd Round,Putintseva Y.,Larsson J.,29,59.0,1550,1080.0,2.0,1.0,1.72,2.1,1.72,2.0,1.8,2.0,1.78,2.16,1.13,5.68,1.86,2.2,1.74,2.08,3,1.0,1.0,1,1,1,1,3,0,1,1
196,31/05/2017,2nd Round,Williams V.,Nara K.,11,90.0,3941,672.0,2.0,0.0,1.11,6.5,1.1,5.9,1.13,6.0,1.13,7.28,1.81,1.97,1.16,7.28,1.12,6.26,2,1.0,1.0,1,1,1,1,2,0,1,1
