"",Date,Round,Winner,Loser,WRank,LRank,WPts,LPts,Wsets,Lsets,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,SetsTotales,LabelWinnerRank,LabelWinnerPoints,LabelWinnerOddsB65,LabelWinnerOddsPS,LabelWinnerOddsMAX,LabelWinnerOddsAvg,WinnerRoundsWon,LoserRoundsWon,LabelWinnerRounds,LabelWinnerRoundsAndOddsAvg
197,31/05/2017,2nd Round,Rogers S.,Buyukakcay C.,49,155.0,1148,353.0,2.0,0.0,1.22,4.33,1.22,3.85,1.25,4.0,1.25,4.5,11.26,1.04,1.26,4.5,1.24,4.05,2,1.0,1.0,1,1,1,1,3,0,1,1
198,31/05/2017,2nd Round,Muguruza G.,Kontaveit A.,5,53.0,4636,1110.0,2.0,1.0,1.5,2.62,1.42,2.65,1.5,2.63,1.45,3.0,2.44,1.54,1.5,3.0,1.44,2.77,3,1.0,1.0,1,1,1,1,5,2,1,1
199,31/05/2017,2nd Round,Bellis C.,Bertens K.,48,18.0,1157,2395.0,2.0,0.0,4.5,1.2,4.2,1.19,4.33,1.22,4.61,1.24,1.17,5.03,5.0,1.24,4.45,1.21,2,0.0,0.0,0,0,0,0,1,3,0,0
200,31/05/2017,2nd Round,Mertens E.,Hogenkamp R.,60,105.0,1066,551.0,2.0,0.0,1.8,2.0,1.75,1.95,1.8,2.0,1.83,2.1,1.79,2.0,1.83,2.12,1.79,2.01,2,1.0,1.0,1,1,1,1,6,0,1,1
201,31/05/2017,2nd Round,Wozniacki C.,Abanda F.,12,195.0,3915,282.0,2.0,0.0,1.12,6.0,1.13,5.2,1.17,5.0,1.16,6.2,1.2,4.42,1.17,6.3,1.13,5.79,2,1.0,1.0,1,1,1,1,2,0,1,1
202,31/05/2017,2nd Round,Mladenovic K.,Errani S.,14,91.0,2915,672.0,2.0,0.0,1.44,2.75,1.42,2.65,1.44,2.75,1.48,2.86,1.33,3.27,1.5,2.9,1.45,2.72,2,1.0,1.0,1,1,1,1,2,0,1,1
203,31/05/2017,2nd Round,Zhang S.,Sasnovich A.,34,98.0,1490,626.0,2.0,1.0,1.66,2.2,1.72,2.0,1.73,2.1,1.69,2.3,1.64,2.22,1.8,2.31,1.71,2.13,3,1.0,1.0,1,1,1,1,2,1,1,1
204,31/05/2017,2nd Round,Bacsinszky T.,Brengle M.,31,82.0,1523,758.0,2.0,0.0,1.22,4.33,1.21,3.95,1.25,4.0,1.23,4.69,1.06,8.95,1.25,4.69,1.22,4.28,2,1.0,1.0,1,1,1,1,2,0,1,1
205,31/05/2017,2nd Round,Jabeur O.,Cibulkova D.,114,7.0,459,4480.0,2.0,0.0,4.0,1.25,3.65,1.24,3.75,1.29,4.18,1.27,1.17,4.85,4.2,1.3,3.85,1.26,2,0.0,0.0,0,0,0,0,3,1,1,1
206,31/05/2017,2nd Round,Kuznetsova S.,Dodin O.,9,56.0,4310,1092.0,2.0,1.0,1.22,4.33,1.21,3.95,1.22,4.33,1.21,5.05,1.1,6.68,1.25,5.05,1.21,4.34,3,1.0,1.0,1,1,1,1,2,0,1,1
207,01/06/2017,2nd Round,Linette M.,Konjuh A.,94,30.0,643,1527.0,2.0,0.0,3.4,1.33,3.1,1.32,3.25,1.36,3.51,1.35,6.02,1.12,3.43,1.38,3.2,1.34,2,0.0,0.0,0,0,0,0,2,0,1,1
208,01/06/2017,2nd Round,Cornet A.,Strycova B.,43,21.0,1222,2050.0,2.0,0.0,2.75,1.44,2.65,1.42,2.75,1.44,2.67,1.54,2.44,1.54,2.81,1.56,2.67,1.47,2,0.0,0.0,0,0,0,0,3,2,1,1
209,01/06/2017,2nd Round,Svitolina E.,Pironkova T.,6,77.0,4575,792.0,2.0,1.0,1.06,10.0,1.06,7.25,1.08,7.5,1.08,10.23,1.08,7.96,1.09,10.0,1.07,8.47,3,1.0,1.0,1,1,1,1,6,2,1,1
210,01/06/2017,2nd Round,Radwanska A.,Van Uytvanck A.,10,113.0,4095,468.0,2.0,1.0,1.4,3.0,1.37,2.85,1.4,3.0,1.43,3.05,1.12,5.97,1.45,3.09,1.41,2.9,3,1.0,1.0,1,1,1,1,2,0,1,1
211,01/06/2017,2nd Round,Kasatkina D.,Vondrousova M.,28,96.0,1580,635.0,2.0,0.0,2.2,1.66,2.3,1.55,2.38,1.57,2.41,1.64,6.01,1.12,2.51,1.69,2.35,1.59,2,1.0,1.0,0,0,0,0,5,2,1,1
212,01/06/2017,2nd Round,Hsieh S.W.,Townsend T.,109,121.0,512,449.0,2.0,1.0,2.37,1.57,2.3,1.55,2.38,1.57,2.51,1.6,1.39,2.94,2.51,1.63,2.38,1.58,3,1.0,1.0,0,0,0,0,1,0,1,1
213,01/06/2017,2nd Round,Vesnina E.,Lepchenko V.,15,68.0,2816,875.0,2.0,1.0,1.57,2.37,1.57,2.25,1.62,2.25,1.66,2.37,1.37,3.03,1.7,2.45,1.6,2.33,3,1.0,1.0,1,1,1,1,1,0,1,1
214,01/06/2017,2nd Round,Garcia C.,Paquet C.,27,260.0,1595,195.0,2.0,0.0,1.1,7.0,1.09,6.25,1.1,7.0,1.11,7.87,3.52,1.29,1.12,8.0,1.1,6.95,2,1.0,1.0,1,1,1,1,3,0,1,1
215,01/06/2017,2nd Round,Sevastova A.,Bouchard E.,19,57.0,2165,1086.0,2.0,0.0,1.44,2.75,1.45,2.55,1.5,2.63,1.49,2.85,1.02,16.62,1.53,2.85,1.46,2.69,2,1.0,1.0,1,1,1,1,2,1,1,1
216,01/06/2017,2nd Round,Duque-Marino M.,Rybarikova M.,115,192.0,456,289.0,2.0,1.0,1.66,2.2,1.65,2.1,1.67,2.2,1.73,2.24,1.12,6.0,1.74,2.28,1.69,2.17,3,1.0,1.0,1,1,1,1,1,1,0,1
217,01/06/2017,2nd Round,Witthoeft C.,Parmentier P.,73,81.0,807,782.0,2.0,0.0,1.8,2.0,1.75,1.95,1.73,2.0,1.85,2.06,1.97,1.82,1.91,2.09,1.83,1.97,2,1.0,1.0,1,1,1,1,1,2,0,0
218,01/06/2017,2nd Round,Halep S.,Maria T.,4,102.0,5790,592.0,2.0,0.0,1.08,8.0,1.07,7.0,1.08,7.5,1.09,9.64,1.52,2.51,1.1,9.64,1.08,7.95,2,1.0,1.0,1,1,1,1,5,0,1,1
219,01/06/2017,2nd Round,Cepede Royg V.,Pavlyuchenkova A.,97,17.0,630,2640.0,2.0,1.0,4.33,1.22,3.95,1.21,4.33,1.22,4.44,1.25,1.18,4.76,4.44,1.35,4.18,1.22,3,0.0,0.0,0,0,0,0,1,2,0,0
220,01/06/2017,2nd Round,Suarez Navarro C.,Cirstea S.,23,64.0,1800,1012.0,2.0,0.0,1.57,2.37,1.55,2.3,1.57,2.38,1.59,2.52,1.41,2.85,1.61,2.55,1.57,2.41,2,1.0,1.0,1,1,1,1,3,1,1,1
221,01/06/2017,2nd Round,Pliskova Ka.,Alexandrova E.,3,86.0,6100,707.0,2.0,1.0,1.16,5.0,1.14,5.0,1.14,5.5,1.19,5.36,1.56,2.4,1.2,6.15,1.16,5.2,3,1.0,1.0,1,1,1,1,3,2,1,1
222,01/06/2017,2nd Round,Martic P.,Keys M.,290,13.0,159,3163.0,2.0,1.0,3.5,1.3,3.2,1.3,3.5,1.3,3.28,1.39,2.34,1.59,3.75,1.39,3.29,1.33,3,0.0,0.0,0,0,0,0,3,5,0,0
223,02/06/2017,3rd Round,Muguruza G.,Putintseva Y.,5,29.0,4636,1550.0,2.0,0.0,1.25,4.0,1.23,3.75,1.25,4.0,1.27,4.31,1.31,3.39,1.28,4.33,1.25,3.99,2,1.0,1.0,1,1,1,1,4,2,1,1
224,02/06/2017,3rd Round,Ostapenko J.,Tsurenko L.,47,42.0,1165,1223.0,2.0,0.0,1.5,2.62,1.45,2.55,1.44,2.75,1.58,2.59,1.5,2.57,1.59,2.75,1.51,2.55,2,0.0,0.0,1,1,1,1,1,1,0,1
225,02/06/2017,3rd Round,Mladenovic K.,Rogers S.,14,49.0,2915,1148.0,2.0,1.0,1.3,3.5,1.3,3.2,1.29,3.75,1.37,3.42,1.15,5.27,1.37,3.75,1.31,3.43,3,1.0,1.0,1,1,1,1,1,1,0,1
226,02/06/2017,3rd Round,Stosur S.,Mattek-Sands B.,22,117.0,1945,455.0,2.0,0.0,1.3,3.5,1.3,3.2,1.33,3.4,1.36,3.5,1.46,2.68,1.36,3.55,1.33,3.33,2,1.0,1.0,1,1,1,1,2,0,1,1
227,02/06/2017,3rd Round,Kuznetsova S.,Zhang S.,9,34.0,4310,1490.0,2.0,1.0,1.14,5.5,1.15,4.75,1.17,5.0,1.21,5.1,1.28,3.65,1.21,5.75,1.16,5.24,3,1.0,1.0,1,1,1,1,2,1,1,1
228,02/06/2017,3rd Round,Williams V.,Mertens E.,11,60.0,3941,1066.0,2.0,0.0,1.4,3.0,1.37,2.85,1.4,3.0,1.43,3.1,2.1,1.73,1.44,3.2,1.39,3.0,2,1.0,1.0,1,1,1,1,2,2,0,1
229,02/06/2017,3rd Round,Bacsinszky T.,Jabeur O.,31,114.0,1523,459.0,2.0,0.0,1.2,4.5,1.18,4.3,1.2,4.5,1.24,4.7,1.29,3.63,1.24,4.9,1.21,4.48,2,1.0,1.0,1,1,1,1,2,2,0,1
230,03/06/2017,3rd Round,Suarez Navarro C.,Vesnina E.,23,15.0,1800,2816.0,2.0,0.0,1.4,3.0,1.37,2.85,1.5,2.63,1.43,3.1,3.12,1.36,1.5,3.18,1.4,2.93,2,0.0,0.0,1,1,1,1,2,0,1,1
231,03/06/2017,3rd Round,Cornet A.,Radwanska A.,43,10.0,1222,4095.0,2.0,0.0,2.62,1.5,2.5,1.47,2.5,1.53,2.72,1.53,1.43,2.77,2.75,1.54,2.58,1.5,2,0.0,0.0,0,0,0,0,1,1,0,0
232,03/06/2017,3rd Round,Garcia C.,Hsieh S.W.,27,109.0,1595,512.0,2.0,1.0,1.14,5.5,1.14,5.0,1.17,5.0,1.19,5.56,1.76,2.05,1.19,5.95,1.16,5.29,3,1.0,1.0,1,1,1,1,3,0,1,1
233,03/06/2017,3rd Round,Halep S.,Kasatkina D.,4,28.0,5790,1580.0,2.0,0.0,1.33,3.4,1.3,3.2,1.3,3.5,1.33,3.71,2.08,1.74,1.37,3.77,1.32,3.42,2,1.0,1.0,1,1,1,1,5,2,1,1
234,03/06/2017,3rd Round,Wozniacki C.,Bellis C.,12,48.0,3915,1157.0,2.0,1.0,1.36,3.25,1.32,3.1,1.33,3.4,1.4,3.29,1.7,2.15,1.4,3.45,1.35,3.21,3,1.0,1.0,1,1,1,1,2,0,1,1
235,04/06/2017,3rd Round,Cepede Royg V.,Duque-Marino M.,97,115.0,630,456.0,2.0,1.0,1.72,2.1,1.65,2.1,1.8,2.0,1.78,2.19,3.55,1.29,1.8,2.21,1.72,2.11,3,1.0,1.0,1,1,1,1,1,0,1,1
236,04/06/2017,3rd Round,Martic P.,Sevastova A.,290,19.0,159,2165.0,2.0,0.0,3.25,1.36,3.1,1.32,3.25,1.36,3.43,1.37,1.36,3.11,3.43,1.38,3.19,1.35,2,0.0,0.0,0,0,0,0,2,1,1,1
237,04/06/2017,3rd Round,Svitolina E.,Linette M.,6,94.0,4575,643.0,2.0,0.0,1.08,8.0,1.09,6.25,1.1,7.0,1.11,8.26,1.29,3.57,1.12,8.26,1.09,7.39,2,1.0,1.0,1,1,1,1,3,0,1,1
238,04/06/2017,3rd Round,Pliskova Ka.,Witthoeft C.,3,73.0,6100,807.0,2.0,0.0,1.36,3.25,1.32,3.1,1.33,3.4,1.39,3.31,1.45,2.76,1.41,3.4,1.36,3.18,2,1.0,1.0,1,1,1,1,1,0,1,1
239,04/06/2017,4th Round,Wozniacki C.,Kuznetsova S.,12,9.0,3915,4310.0,2.0,1.0,2.1,1.72,2.1,1.65,2.1,1.73,2.18,1.78,1.52,2.52,2.2,1.8,2.09,1.74,3,0.0,0.0,0,0,0,0,1,0,1,1
240,04/06/2017,4th Round,Ostapenko J.,Stosur S.,47,22.0,1165,1945.0,2.0,1.0,2.1,1.72,2.1,1.65,2.1,1.73,2.3,1.71,1.73,2.09,2.3,1.78,2.18,1.68,3,0.0,0.0,0,0,0,0,1,1,0,0
241,04/06/2017,4th Round,Mladenovic K.,Muguruza G.,14,5.0,2915,4636.0,2.0,1.0,2.5,1.53,2.4,1.5,2.5,1.53,2.56,1.59,1.43,2.8,2.6,1.6,2.45,1.55,3,0.0,0.0,0,0,0,0,1,2,0,0
242,04/06/2017,4th Round,Bacsinszky T.,Williams V.,31,11.0,1523,3941.0,2.0,1.0,1.66,2.2,1.72,2.0,1.73,2.1,1.63,2.47,3.57,1.29,1.78,2.47,1.71,2.13,3,0.0,0.0,1,1,1,1,2,0,1,1
243,05/06/2017,4th Round,Halep S.,Suarez Navarro C.,4,23.0,5790,1800.0,2.0,0.0,1.28,3.75,1.28,3.35,1.3,3.5,1.34,3.69,1.16,5.27,1.34,3.75,1.3,3.54,2,1.0,1.0,1,1,1,1,3,0,1,1
244,05/06/2017,4th Round,Svitolina E.,Martic P.,6,290.0,4575,159.0,2.0,1.0,1.22,4.33,1.2,4.1,1.22,4.33,1.22,5.05,1.51,2.56,1.22,5.05,1.2,4.59,3,1.0,1.0,1,1,1,1,2,1,1,1
245,05/06/2017,4th Round,Pliskova Ka.,Cepede Royg V.,3,97.0,6100,630.0,2.0,1.0,1.2,4.5,1.18,4.3,1.22,4.33,1.19,5.57,1.96,1.84,1.22,5.57,1.19,4.73,3,1.0,1.0,1,1,1,1,1,0,1,1
246,05/06/2017,4th Round,Garcia C.,Cornet A.,27,43.0,1595,1222.0,2.0,0.0,2.1,1.72,2.1,1.65,2.1,1.73,2.3,1.71,2.27,1.62,2.3,1.74,2.18,1.69,2,1.0,1.0,0,0,0,0,1,0,1,1
247,06/06/2017,Quarterfinals,Bacsinszky T.,Mladenovic K.,31,14.0,1523,2915.0,2.0,0.0,2.0,1.8,1.9,1.8,1.91,1.91,2.05,1.88,1.38,3.05,2.05,1.91,1.99,1.83,2,0.0,0.0,0,0,0,0,1,0,1,1
248,06/06/2017,Quarterfinals,Ostapenko J.,Wozniacki C.,47,12.0,1165,3915.0,2.0,1.0,2.1,1.72,2.1,1.65,2.2,1.67,2.36,1.68,1.92,1.89,2.36,1.82,2.15,1.71,3,0.0,0.0,0,0,0,0,1,0,1,1
249,07/06/2017,Quarterfinals,Pliskova Ka.,Garcia C.,3,27.0,6100,1595.0,2.0,0.0,1.57,2.37,1.53,2.35,1.57,2.37,1.6,2.54,1.19,4.64,1.63,2.6,1.57,2.42,2,1.0,1.0,1,1,1,1,1,0,1,1
250,07/06/2017,Quarterfinals,Halep S.,Svitolina E.,4,6.0,5790,4575.0,2.0,1.0,1.36,3.2,1.35,2.95,1.4,3.0,1.45,3.05,1.09,7.55,1.47,3.3,1.4,2.99,3,1.0,1.0,1,1,1,1,2,0,1,1
251,08/06/2017,Semifinals,Ostapenko J.,Bacsinszky T.,47,31.0,1165,1523.0,2.0,1.0,2.3,1.61,2.2,1.6,2.2,1.67,2.39,1.68,1.66,2.23,2.4,1.71,2.28,1.64,3,0.0,0.0,0,0,0,0,1,0,1,1
252,08/06/2017,Semifinals,Halep S.,Pliskova Ka.,4,3.0,5790,6100.0,2.0,1.0,1.28,3.75,1.28,3.35,1.3,3.5,1.33,3.77,1.22,4.29,1.36,3.9,1.29,3.66,3,0.0,0.0,1,1,1,1,2,0,1,1
253,10/06/2017,The Final,Ostapenko J.,Halep S.,47,4.0,1165,5790.0,2.0,1.0,3.75,1.3,3.35,1.28,3.4,1.33,3.84,1.33,1.34,3.33,3.88,1.35,3.58,1.31,3,0.0,0.0,0,0,0,0,1,1,0,0
254,27/05/2018,1st Round,Kontaveit A.,Brengle M.,24,101.0,1765,672.0,2.0,1.0,1.16,5.0,1.15,4.7,1.14,5.5,1.15,6.16,2.68,1.46,1.19,6.16,1.15,5.41,3,1.0,1.0,1,1,1,1,3,3,0,1
255,27/05/2018,1st Round,Strycova B.,Nara K.,26,96.0,1660,720.0,2.0,1.0,1.44,2.75,1.4,2.75,1.44,2.75,1.45,2.94,1.24,4.0,1.52,3.15,1.42,2.86,3,1.0,1.0,1,1,1,1,4,3,1,1
256,27/05/2018,1st Round,Svitolina E.,Tomljanovic A.,4,69.0,5505,861.0,2.0,0.0,1.07,10.0,1.06,7.4,1.07,8.0,1.08,9.85,2.15,1.68,1.09,10.5,1.07,9.0,2,1.0,1.0,1,1,1,1,6,2,1,1
257,27/05/2018,1st Round,Makarova E.,Zheng S.,36,129.0,1330,466.0,2.0,0.0,1.57,2.37,1.47,2.5,1.53,2.5,1.59,2.5,1.53,2.46,1.61,2.71,1.53,2.5,2,1.0,1.0,1,1,1,1,3,1,1,1
258,27/05/2018,1st Round,Martic P.,Wang Y.,35,82.0,1340,773.0,2.0,0.0,1.22,4.33,1.19,4.1,1.22,4.33,1.2,5.03,1.1,7.12,1.26,5.03,1.22,4.34,2,1.0,1.0,1,1,1,1,4,0,1,1
259,27/05/2018,1st Round,Brady J.,Hesse A.,86,216.0,752,250.0,2.0,0.0,1.2,4.5,1.22,3.8,1.22,4.33,1.27,4.11,5.98,1.12,1.3,4.7,1.24,4.1,2,1.0,1.0,1,1,1,1,3,0,1,1
260,27/05/2018,1st Round,Cornet A.,Errani S.,34,75.0,1350,813.0,2.0,1.0,2.0,1.8,1.97,1.74,2.0,1.73,2.07,1.83,1.22,4.14,2.2,1.88,2.05,1.77,3,1.0,1.0,0,0,0,0,5,2,1,1
261,27/05/2018,1st Round,Stephens S.,Rus A.,10,106.0,4164,647.0,2.0,0.0,1.25,4.0,1.2,4.0,1.2,4.5,1.23,4.59,1.51,2.55,1.3,4.75,1.23,4.16,2,1.0,1.0,1,1,1,1,6,0,1,1
262,27/05/2018,1st Round,Wang Q.,Williams V.,85,9.0,755,4201.0,2.0,0.0,2.75,1.4,2.8,1.39,2.75,1.44,3.09,1.42,3.1,1.35,3.09,1.48,2.89,1.42,2,0.0,0.0,0,0,0,0,4,2,1,1
263,27/05/2018,1st Round,Kuzmova V.,Schiavone F.,87,266.0,751,192.0,2.0,0.0,1.5,2.62,1.47,2.49,1.5,2.62,1.52,2.7,1.06,9.18,1.55,2.75,1.51,2.59,2,1.0,1.0,1,1,1,1,2,0,1,1
264,27/05/2018,1st Round,Putintseva Y.,Konta J.,98,21.0,691,2050.0,2.0,0.0,3.4,1.33,3.2,1.3,3.5,1.3,3.34,1.37,2.6,1.49,3.7,1.37,3.41,1.32,2,0.0,0.0,0,0,0,0,5,1,1,1
265,27/05/2018,1st Round,Diyas Z.,Linette M.,51,68.0,1095,865.0,2.0,0.0,1.8,2.0,1.76,1.95,1.8,2.0,1.8,2.11,1.3,3.43,1.9,2.11,1.8,2.0,2,1.0,1.0,1,1,1,1,4,4,0,1
266,27/05/2018,1st Round,Kozlova K.,Ostapenko J.,67,5.0,870,5382.0,2.0,0.0,8.0,1.1,6.6,1.08,7.5,1.08,8.36,1.1,1.33,3.26,9.0,1.11,7.68,1.09,2,0.0,0.0,0,0,0,0,2,3,0,0
267,27/05/2018,1st Round,Frech M.,Alexandrova E.,136,102.0,433,659.0,2.0,1.0,2.0,1.8,1.99,1.73,2.0,1.8,2.09,1.81,1.49,2.55,2.12,1.85,2.04,1.79,3,0.0,0.0,0,0,0,0,1,5,0,0
268,28/05/2018,1st Round,Arruabarrena L.,Babos T.,91,37.0,746,1300.0,2.0,0.0,2.2,1.66,2.07,1.68,2.2,1.67,2.28,1.69,4.54,1.19,2.28,1.79,2.15,1.71,2,0.0,0.0,0,0,0,0,1,1,0,0
269,28/05/2018,1st Round,Dolehide C.,Golubic V.,125,110.0,504,601.0,2.0,0.0,2.0,1.8,2.0,1.73,2.0,1.8,2.11,1.8,1.56,2.39,2.17,1.86,2.04,1.78,2,0.0,0.0,0,0,0,0,1,1,0,0
270,28/05/2018,1st Round,Giorgi C.,Min G.,57,197.0,1008,280.0,2.0,0.0,1.22,4.33,1.18,4.3,1.2,4.5,1.19,5.32,1.2,4.47,1.24,5.32,1.2,4.62,2,1.0,1.0,1,1,1,1,4,0,1,1
271,28/05/2018,1st Round,Osaka N.,Kenin S.,20,95.0,2150,725.0,2.0,0.0,1.22,4.33,1.2,4.0,1.22,4.33,1.22,4.74,3.09,1.36,1.25,4.74,1.22,4.33,2,1.0,1.0,1,1,1,1,4,3,1,1
272,28/05/2018,1st Round,Suarez Navarro C.,Konjuh A.,23,104.0,1876,648.0,2.0,0.0,1.2,4.5,1.17,4.4,1.2,4.5,1.2,5.11,1.03,12.98,1.23,5.18,1.19,4.71,2,1.0,1.0,1,1,1,1,4,2,1,1
273,28/05/2018,1st Round,Kvitova P.,Cepede Royg V.,8,89.0,4550,750.0,2.0,1.0,1.1,8.0,1.08,6.6,1.08,8.0,1.1,8.33,1.45,2.68,1.13,8.66,1.09,7.55,3,1.0,1.0,1,1,1,1,6,2,1,1
274,28/05/2018,1st Round,Sakkari M.,Minella M.,38,286.0,1274,175.0,2.0,0.0,1.2,4.5,1.17,4.5,1.17,5.0,1.19,5.25,1.55,2.41,1.22,5.3,1.18,4.87,2,1.0,1.0,1,1,1,1,5,1,1,1
275,28/05/2018,1st Round,Siniakova K.,Azarenka V.,54,84.0,1070,761.0,2.0,0.0,2.75,1.44,2.65,1.42,2.75,1.44,3.22,1.39,1.3,3.48,3.22,1.51,2.84,1.43,2,1.0,1.0,0,0,0,0,5,4,1,1
276,28/05/2018,1st Round,Peterson R.,Hsieh S.W.,97,45.0,716,1175.0,2.0,0.0,1.66,2.2,1.62,2.15,1.61,2.25,1.58,2.52,1.41,2.86,1.76,2.52,1.65,2.27,2,0.0,0.0,1,1,1,1,3,4,0,0
277,28/05/2018,1st Round,Duque-Marino M.,Sevastova A.,112,19.0,588,2225.0,2.0,1.0,3.2,1.36,3.35,1.28,3.4,1.33,3.82,1.3,1.02,14.19,3.82,1.36,3.44,1.32,3,0.0,0.0,0,0,0,0,3,3,0,0
278,28/05/2018,1st Round,Keys M.,Vickery S.,13,76.0,2826,791.0,2.0,0.0,1.16,5.0,1.17,4.4,1.2,4.5,1.2,5.03,1.53,2.46,1.22,5.17,1.19,4.75,2,1.0,1.0,1,1,1,1,6,0,1,1
279,28/05/2018,1st Round,Buzarnescu M.,King V.,33,,1383,,2.0,0.0,1.11,7.0,1.08,6.6,1.1,7.0,1.09,8.93,2.13,1.7,1.13,9.0,1.09,7.55,2,,,1,1,1,1,2,0,1,1
280,28/05/2018,1st Round,Kasatkina D.,Kanepi K.,14,52.0,2825,1083.0,2.0,0.0,1.44,2.75,1.49,2.45,1.5,2.62,1.5,2.76,2.03,1.77,1.56,2.76,1.5,2.62,2,1.0,1.0,1,1,1,1,7,3,1,1
281,28/05/2018,1st Round,Dulgheru A.,Mchale C.,159,88.0,366,750.0,2.0,1.0,1.9,1.9,1.84,1.86,2.0,1.73,1.94,1.94,1.24,3.93,2.0,1.97,1.91,1.89,3,0.0,0.0,0,0,0,0,1,1,0,0
282,28/05/2018,1st Round,Parmentier P.,Paquet C.,74,240.0,814,218.0,2.0,1.0,1.3,3.5,1.28,3.35,1.3,3.5,1.32,3.69,1.49,2.59,1.33,3.75,1.3,3.55,3,1.0,1.0,1,1,1,1,3,1,1,1
283,28/05/2018,1st Round,Garcia Perez G.,Jakupovic D.,219,121.0,247,515.0,2.0,0.0,2.37,1.57,2.25,1.57,2.25,1.61,2.38,1.64,1.29,3.53,2.41,1.71,2.32,1.62,2,0.0,0.0,0,0,0,0,1,0,1,1
284,28/05/2018,1st Round,Petkovic A.,Mladenovic K.,107,31.0,646,1446.0,2.0,0.0,2.1,1.72,2.0,1.72,2.1,1.73,2.13,1.79,1.58,2.36,2.15,1.87,2.07,1.77,2,0.0,0.0,0,0,0,0,4,4,0,0
285,28/05/2018,1st Round,Flipkens K.,Maria T.,65,64.0,926,930.0,2.0,0.0,1.28,3.75,1.28,3.35,1.28,3.75,1.25,4.36,3.04,1.37,1.32,4.55,1.25,4.03,2,0.0,0.0,1,1,1,1,2,2,0,1
286,28/05/2018,1st Round,Wozniacki C.,Collins D.,2,42.0,6935,1200.0,2.0,0.0,1.25,4.0,1.21,3.9,1.25,4.0,1.26,4.29,1.11,6.51,1.3,4.33,1.25,4.04,2,1.0,1.0,1,1,1,1,2,4,0,0
287,28/05/2018,1st Round,Bencic B.,Chiesa D.,71,161.0,844,362.0,2.0,1.0,1.72,2.1,1.73,1.99,1.73,2.1,1.85,2.05,1.48,2.63,1.85,2.32,1.78,2.05,3,1.0,1.0,1,1,1,1,4,0,1,1
288,28/05/2018,1st Round,Vandeweghe C.,Siegemund L.,15,358.0,2533,117.0,2.0,0.0,1.57,2.37,1.55,2.31,1.61,2.25,1.55,2.6,1.27,3.64,1.66,2.6,1.58,2.41,2,1.0,1.0,1,1,1,1,2,2,0,1
289,28/05/2018,1st Round,Rybarikova M.,Kumkhum L.,18,100.0,2225,679.0,2.0,0.0,1.36,3.2,1.34,3.0,1.4,3.0,1.4,3.18,1.16,5.15,1.42,3.29,1.38,3.09,2,1.0,1.0,1,1,1,1,2,0,1,1
290,28/05/2018,1st Round,Tsurenko L.,Voegele S.,39,99.0,1255,687.0,2.0,1.0,2.1,1.72,2.14,1.63,2.2,1.67,2.29,1.69,3.39,1.31,2.31,1.77,2.19,1.69,3,1.0,1.0,0,0,0,0,3,0,1,1
291,28/05/2018,1st Round,Vekic D.,Bondarenko K.,50,81.0,1120,775.0,2.0,0.0,1.28,3.75,1.22,3.85,1.22,4.33,1.25,4.36,2.2,1.66,1.31,4.8,1.25,4.06,2,1.0,1.0,1,1,1,1,3,1,1,1
292,28/05/2018,1st Round,Pliskova Ka.,Krejcikova B.,6,234.0,5335,229.0,2.0,0.0,1.1,8.0,1.08,6.6,1.07,8.0,1.1,8.33,1.11,6.47,1.11,9.0,1.09,7.8,2,1.0,1.0,1,1,1,1,6,2,1,1
293,28/05/2018,1st Round,Watson H.,Dodin O.,80,139.0,776,428.0,2.0,0.0,2.0,1.8,2.02,1.71,2.1,1.73,2.18,1.75,1.48,2.62,2.2,1.83,2.09,1.75,2,1.0,1.0,0,0,0,0,2,1,1,1
294,28/05/2018,1st Round,Safarova L.,Ponchet J.,53,227.0,1078,236.0,2.0,0.0,1.16,5.0,1.17,4.4,1.2,4.5,1.21,5.0,1.07,8.48,1.23,5.2,1.19,4.77,2,1.0,1.0,1,1,1,1,2,0,1,1
295,28/05/2018,1st Round,Pera B.,Vesnina E.,73,44.0,817,1180.0,2.0,0.0,1.9,1.9,1.8,1.91,1.8,2.0,1.81,2.1,1.44,2.71,1.92,2.1,1.84,1.98,2,0.0,0.0,0,1,1,1,2,3,0,0
296,29/05/2018,1st Round,Ferro F.,Witthoeft C.,257,61.0,201,951.0,2.0,0.0,3.0,1.4,3.1,1.32,3.0,1.4,3.08,1.42,1.39,2.92,3.42,1.43,3.09,1.37,2,0.0,0.0,0,0,0,0,3,1,1,1
297,29/05/2018,1st Round,Mattek-Sands B.,Larsson J.,202,59.0,273,970.0,2.0,0.0,3.0,1.4,2.75,1.39,3.25,1.36,3.17,1.4,1.19,4.61,3.22,1.45,2.97,1.4,2,0.0,0.0,0,0,0,0,2,3,0,0
298,29/05/2018,1st Round,Muguruza G.,Kuznetsova S.,3,43.0,6010,1193.0,2.0,0.0,1.3,3.5,1.24,3.65,1.3,3.5,1.26,4.25,1.52,2.52,1.33,4.25,1.27,3.81,2,1.0,1.0,1,1,1,1,5,2,1,1
